SCHOOL NAME,DISTrictNUMBER,DISTRICT NAME,EMH,EMH-Combined,SCHOOL NUMBER,rate_at.5_chng_ach,rate_at.5_chng_gro,pct_pts_chng_.5
MOORE K-8 SCHOOL                                            ,880,DENVER COUNTY 1           ,M,   ,6088,2,3,3
MOORE MIDDLE SCHOOL                                         ,1420,JEFFERSON COUNTY R-1      ,M,   ,6090,2,2,2
MOREY MIDDLE SCHOOL                                         ,880,DENVER COUNTY 1           ,M,   ,6098,2,3,2
MORTON ELEMENTARY SCHOOL                                    ,2690,PUEBLO CITY 60            ,E,   ,6132,1,1,1
MORTENSEN ELEMENTARY SCHOOL                                 ,1420,JEFFERSON COUNTY R-1      ,E,   ,6133,3,2,2
YAMPAH MOUNTAIN SCHOOL                                      ,9030,MOUNTAIN BOCES            ,H,   ,6134,,,3
MOUNT CARBON ELEMENTARY SCHOOL                              ,1420,JEFFERSON COUNTY R-1      ,E,   ,6135,2,3,2
PROJECT REBOUND                                             ,9030,MOUNTAIN BOCES            ,A,EMH,6136,,,2
PROJECT REBOUND                                             ,9030,MOUNTAIN BOCES            ,H,   ,6136,,,2
MOUNTAINSIDE ELEMENTARY SCHOOL                              ,1000,FOUNTAIN 8                ,E,   ,6138,2,2,3
MOUNTAIN PHOENIX COMMUNITY SCHOOL                           ,1420,JEFFERSON COUNTY R-1      ,E,   ,6139,1,,1
MOUNTAIN RIDGE MIDDLE SCHOOL                                ,1040,ACADEMY 20                ,M,   ,6140,2,2,2
MOUNTAIN VALLEY ELEMENTARY SCHOOL                           ,2790,MOUNTAIN VALLEY RE 1      ,E,   ,6142,2,,1
MOUNTAIN VALLEY MIDDLE SCHOOL                               ,2790,MOUNTAIN VALLEY RE 1      ,M,   ,6144,3,,3
MOUNTAIN VALLEY SENIOR HIGH SCHOOL                          ,2790,MOUNTAIN VALLEY RE 1      ,H,   ,6146,,,3
MOUNTAIN VIEW ELEMENTARY SCHOOL                             ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,6150,2,2,1
MOUNTAIN VIEW ELEMENTARY SCHOOL                             ,470,ST VRAIN VALLEY RE 1J     ,E,   ,6156,2,3,3
MOUNTAIN VIEW ELEMENTARY SCHOOL                             ,1040,ACADEMY 20                ,E,   ,6158,2,3,2
MRACHEK MIDDLE SCHOOL                                       ,180,ADAMS-ARAPAHOE 28J        ,M,   ,6160,2,1,1
MOUNTAIN VISTA COMMUNITY SCHOOL                             ,980,HARRISON 2                ,E,   ,6162,1,1,1
MOUNTAIN VISTA COMMUNITY SCHOOL                             ,980,HARRISON 2                ,M,   ,6162,2,2,2
MOUNTAIN VIEW HIGH SCHOOL                                   ,1560,THOMPSON R2-J             ,H,   ,6163,2,3,3
MOUNTAIN RIDGE MIDDLE SCHOOL                                ,900,DOUGLAS COUNTY RE 1       ,M,   ,6164,2,2,1
MOUNTAIN VISTA HIGH SCHOOL                                  ,900,DOUGLAS COUNTY RE 1       ,H,   ,6165,2,1,2
MOUNT GARFIELD MIDDLE SCHOOL                                ,2000,MESA COUNTY VALLEY 51     ,M,   ,6166,1,3,2
MUNROE ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,6188,3,3,3
MURPHY CREEK K-8 SCHOOL                                     ,180,ADAMS-ARAPAHOE 28J        ,E,   ,6189,1,2,2
MURPHY CREEK K-8 SCHOOL                                     ,180,ADAMS-ARAPAHOE 28J        ,M,   ,6189,1,2,2
NAMAQUA ELEMENTARY SCHOOL                                   ,1560,THOMPSON R2-J             ,E,   ,6194,2,1,1
NEW VISTA HIGH SCHOOL                                       ,480,BOULDER VALLEY RE 2       ,H,   ,6195,1,1,1
NATURITA ELEMENTARY & MIDDLE SCHOOL                         ,2190,WEST END RE-2             ,E,   ,6196,3,1,2
NEDERLAND ELEMENTARY SCHOOL                                 ,480,BOULDER VALLEY RE 2       ,E,   ,6208,3,2,2
NEDERLAND MIDDLE-SENIOR HIGH SCHOOL                         ,480,BOULDER VALLEY RE 2       ,H,   ,6212,2,3,2
NEDERLAND MIDDLE-SENIOR HIGH SCHOOL                         ,480,BOULDER VALLEY RE 2       ,M,   ,6212,2,3,2
NEW AMERICA SCHOOL                                          ,180,ADAMS-ARAPAHOE 28J        ,H,   ,6219,3,3,2
NEW VISION CHARTER SCHOOL                                   ,1560,THOMPSON R2-J             ,E,   ,6220,3,3,3
NEW VISION CHARTER SCHOOL                                   ,1560,THOMPSON R2-J             ,M,   ,6220,2,3,3
NEEDHAM ELEMENTARY SCHOOL                                   ,1520,DURANGO 9-R               ,E,   ,6222,2,1,1
NEVIN PLATT MIDDLE SCHOOL                                   ,480,BOULDER VALLEY RE 2       ,M,   ,6224,2,2,2
NEW AMERICA SCHOOL                                          ,1420,JEFFERSON COUNTY R-1      ,H,   ,6237,3,,1
NEW AMERICA CHARTER SCHOOL                                  ,910,EAGLE COUNTY RE 50        ,H,   ,6238,,,2
NEW HORIZONS DAY SCHOOL                                     ,980,HARRISON 2                ,A,MH ,6244,,,2
NEW HORIZONS DAY SCHOOL                                     ,980,HARRISON 2                ,H,   ,6244,3,2,1
NEW HORIZONS DAY SCHOOL                                     ,980,HARRISON 2                ,M,   ,6244,2,1,2
NEWLON ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,6254,1,1,2
NISLEY ELEMENTARY SCHOOL                                    ,2000,MESA COUNTY VALLEY 51     ,E,   ,6264,2,2,2
NIWOT ELEMENTARY SCHOOL                                     ,470,ST VRAIN VALLEY RE 1J     ,E,   ,6274,2,2,2
NIWOT HIGH SCHOOL                                           ,470,ST VRAIN VALLEY RE 1J     ,H,   ,6276,1,1,1
NORMANDY ELEMENTARY SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,E,   ,6286,2,2,2
NORTH ELEMENTARY SCHOOL                                     ,40,BRIGHTON 27J              ,E,   ,6294,1,1,1
NORTH FORK MONTESSORI SCHOOL                                ,870,DELTA COUNTY 50(J)        ,E,   ,6298,3,3,2
NORTH MIDDLE SCHOOL                                         ,1010,COLORADO SPRINGS 11       ,M,   ,6306,2,2,2
NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS   ,180,ADAMS-ARAPAHOE 28J        ,M,   ,6310,3,1,2
NORTH HIGH SCHOOL                                           ,880,DENVER COUNTY 1           ,H,   ,6314,3,3,2
NORTH VALLEY SCHOOL FOR YOUNG ADULTS                        ,10,MAPLETON 1                ,H,   ,6315,,,2
NORTH ARVADA MIDDLE SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,M,   ,6330,2,2,2
PATRIOT ELEMENTARY SCHOOL                                   ,1000,FOUNTAIN 8                ,E,   ,6338,1,2,2
SHADOW RIDGE MIDDLE SCHOOL                                  ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,6342,2,2,2
HERITAGE MIDDLE SCHOOL                                      ,470,ST VRAIN VALLEY RE 1J     ,M,   ,6344,2,3,2
BRUCE RANDOLPH SCHOOL                                       ,880,DENVER COUNTY 1           ,H,   ,6350,2,1,2
BRUCE RANDOLPH SCHOOL                                       ,880,DENVER COUNTY 1           ,M,   ,6350,3,1,1
NORTH MESA ELEMENTARY SCHOOL                                ,2700,PUEBLO COUNTY 70          ,E,   ,6354,2,3,3
NORTH MOR ELEMENTARY SCHOOL                                 ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,6355,2,2,2
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL                        ,1410,NORTH PARK R-1            ,H,   ,6358,3,3,3
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL                        ,1410,NORTH PARK R-1            ,M,   ,6358,1,1,1
NORTH ROUTT CHARTER SCHOOL                                  ,2770,STEAMBOAT SPRINGS RE-2    ,E,   ,6363,3,,3
NORTH ROUTT CHARTER SCHOOL                                  ,2770,STEAMBOAT SPRINGS RE-2    ,M,   ,6363,3,,2
NORTHRIDGE HIGH SCHOOL                                      ,3120,GREELEY 6                 ,H,   ,6364,1,1,1
SKYVIEW ACADEMY                                             ,900,DOUGLAS COUNTY RE 1       ,E,   ,6365,2,2,2
NORTHSIDE ELEMENTARY SCHOOL                                 ,2180,MONTROSE COUNTY RE-1J     ,E,   ,6366,1,1,1
NORTH STAR ELEMENTARY SCHOOL                                ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,6376,3,1,2
NORTHEAST ACADEMY CHARTER SCHOOL                            ,880,DENVER COUNTY 1           ,E,   ,6394,1,1,2
NORTHEAST ACADEMY CHARTER SCHOOL                            ,880,DENVER COUNTY 1           ,M,   ,6394,2,1,1
NORTHEAST ELEMENTARY SCHOOL                                 ,40,BRIGHTON 27J              ,E,   ,6395,1,1,3
NORTHEAST ELEMENTARY SCHOOL                                 ,900,DOUGLAS COUNTY RE 1       ,E,   ,6396,2,1,1
ACADEMIA ANA MARIE SANDOVAL                                 ,880,DENVER COUNTY 1           ,E,   ,6397,3,2,3
NORTHGLENN MIDDLE SCHOOL                                    ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,6398,2,1,1
NORTHGLENN HIGH SCHOOL                                      ,20,ADAMS 12 FIVE STAR SCHOOLS,H,   ,6402,2,1,1
NORTHRIDGE ELEMENTARY SCHOOL                                ,470,ST VRAIN VALLEY RE 1J     ,E,   ,6404,2,3,3
NORTHRIDGE ELEMENTARY SCHOOL                                ,900,DOUGLAS COUNTY RE 1       ,E,   ,6406,2,2,1
NORWOOD ELEMENTARY SCHOOL                                   ,2840,NORWOOD R-2J              ,E,   ,6418,1,3,3
NORWOOD HIGH SCHOOL                                         ,2840,NORWOOD R-2J              ,H,   ,6422,3,2,3
NORWOOD HIGH SCHOOL                                         ,2840,NORWOOD R-2J              ,M,   ,6422,3,2,1
NUCLA HIGH SCHOOL                                           ,2190,WEST END RE-2             ,H,   ,6436,2,3,3
NUCLA HIGH SCHOOL                                           ,2190,WEST END RE-2             ,M,   ,6436,3,3,3
OAK CREEK ELEMENTARY SCHOOL                                 ,980,HARRISON 2                ,E,   ,6460,1,1,2
OAK GROVE ELEMENTARY SCHOOL                                 ,2180,MONTROSE COUNTY RE-1J     ,E,   ,6466,2,3,3
OBERON JUNIOR HIGH SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,M,   ,6470,2,2,2
O'CONNELL MIDDLE SCHOOL                                     ,1420,JEFFERSON COUNTY R-1      ,M,   ,6474,2,1,2
O'DEA ELEMENTARY SCHOOL                                     ,1550,POUDRE R-1                ,E,   ,6476,2,2,2
ODYSSEY CHARTER ELEMENTARY SCHOOL                           ,880,DENVER COUNTY 1           ,E,   ,6479,3,3,3
ODYSSEY CHARTER ELEMENTARY SCHOOL                           ,880,DENVER COUNTY 1           ,M,   ,6479,2,1,2
OLANDER ELEMENTARY SCHOOL                                   ,1550,POUDRE R-1                ,E,   ,6482,3,3,3
ODYSSEY ELEMENTARY SCHOOL                                   ,1110,FALCON 49                 ,E,   ,6483,1,1,2
OLATHE ELEMENTARY SCHOOL                                    ,2180,MONTROSE COUNTY RE-1J     ,E,   ,6486,2,3,3
OLATHE MIDDLE SCHOOL                                        ,2180,MONTROSE COUNTY RE-1J     ,M,   ,6490,1,3,3
OLATHE HIGH SCHOOL                                          ,2180,MONTROSE COUNTY RE-1J     ,H,   ,6494,1,2,2
OLDE COLUMBINE HIGH SCHOOL                                  ,470,ST VRAIN VALLEY RE 1J     ,H,   ,6498,,,1
ADULT EDUCATION/LINCOLN CENTER                              ,470,ST VRAIN VALLEY RE 1J     ,H,   ,6499,,,2
OLGA A HELLBECK ELEMENTARY SCHOOL                           ,2690,PUEBLO CITY 60            ,E,   ,6504,1,1,2
OMAR D BLAIR CHARTER SCHOOL                                 ,880,DENVER COUNTY 1           ,E,   ,6508,2,2,2
OMAR D BLAIR CHARTER SCHOOL                                 ,880,DENVER COUNTY 1           ,M,   ,6508,2,2,2
ONLINE HIGH SCHOOL                                          ,880,DENVER COUNTY 1           ,H,   ,6509,1,,1
MONTE VISTA ON-LINE ACADEMY                                 ,2740,MONTE VISTA C-8           ,H,   ,6520,2,2,2
HANSON ELEMENTARY SCHOOL                                    ,30,ADAMS COUNTY 14           ,E,   ,6534,1,2,2
HANSON ELEMENTARY SCHOOL                                    ,30,ADAMS COUNTY 14           ,M,   ,6534,1,1,2
JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL                     ,1420,JEFFERSON COUNTY R-1      ,E,   ,6539,2,1,1
JEFFERSON COUNTY OPEN SECONDARY                             ,1420,JEFFERSON COUNTY R-1      ,H,   ,6541,3,3,3
JEFFERSON COUNTY OPEN SECONDARY                             ,1420,JEFFERSON COUNTY R-1      ,M,   ,6541,3,3,3
OPTIONS SCHOOL                                              ,180,ADAMS-ARAPAHOE 28J        ,H,   ,6546,,,2
ORCHARD AVENUE ELEMENTARY SCHOOL                            ,2000,MESA COUNTY VALLEY 51     ,E,   ,6554,1,1,1
ORCHARD MESA MIDDLE SCHOOL                                  ,2000,MESA COUNTY VALLEY 51     ,M,   ,6562,1,1,1
OTERO ELEMENTARY SCHOOL                                     ,980,HARRISON 2                ,E,   ,6578,2,1,1
OTIS ELEMENTARY SCHOOL                                      ,3050,OTIS R-3                  ,E,   ,6582,1,1,1
OTIS JUNIOR-SENIOR HIGH SCHOOL                              ,3050,OTIS R-3                  ,H,   ,6586,1,3,3
OTIS JUNIOR-SENIOR HIGH SCHOOL                              ,3050,OTIS R-3                  ,M,   ,6586,3,1,1
OURAY ELEMENTARY SCHOOL                                     ,2580,OURAY R-1                 ,E,   ,6596,2,2,2
OURAY MIDDLE SCHOOL                                         ,2580,OURAY R-1                 ,M,   ,6598,2,2,2
OURAY SENIOR HIGH SCHOOL                                    ,2580,OURAY R-1                 ,H,   ,6600,3,3,2
OVERLAND HIGH SCHOOL                                        ,130,CHERRY CREEK 5            ,H,   ,6625,2,2,2
OVERLAND TRAIL MIDDLE SCHOOL                                ,40,BRIGHTON 27J              ,M,   ,6638,2,2,2
HORIZONS K-8 SCHOOL                                         ,480,BOULDER VALLEY RE 2       ,E,   ,6642,2,2,2
HORIZONS K-8 SCHOOL                                         ,480,BOULDER VALLEY RE 2       ,M,   ,6642,2,2,2
PAGOSA SPRINGS ELEMENTARY SCHOOL                            ,220,ARCHULETA COUNTY 50 JT    ,E,   ,6652,2,2,2
PAGOSA SPRINGS MIDDLE SCHOOL                                ,220,ARCHULETA COUNTY 50 JT    ,E,   ,6657,2,2,2
PAGOSA SPRINGS MIDDLE SCHOOL                                ,220,ARCHULETA COUNTY 50 JT    ,M,   ,6657,2,2,2
PAGOSA SPRINGS HIGH SCHOOL                                  ,220,ARCHULETA COUNTY 50 JT    ,H,   ,6658,1,1,1
PALISADE HIGH SCHOOL                                        ,2000,MESA COUNTY VALLEY 51     ,H,   ,6666,3,3,2
PALMER ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,6676,2,1,1
PALMER RIDGE HIGH SCHOOL                                    ,1080,LEWIS-PALMER 38           ,H,   ,6678,2,2,2
PALMER HIGH SCHOOL                                          ,1010,COLORADO SPRINGS 11       ,H,   ,6680,1,1,1
PALMER LAKE ELEMENTARY SCHOOL                               ,1080,LEWIS-PALMER 38           ,E,   ,6682,2,2,2
PANORAMA MIDDLE SCHOOL                                      ,980,HARRISON 2                ,M,   ,6686,2,1,1
PAONIA ELEMENTARY SCHOOL                                    ,870,DELTA COUNTY 50(J)        ,E,   ,6700,3,2,2
PRAIRIE HEIGHTS ELEMENTARY SCHOOL                           ,1070,HANOVER 28                ,E,   ,6701,3,,2
OTHO E STUART MIDDLE SCHOOL                                 ,40,BRIGHTON 27J              ,M,   ,6702,3,3,2
PAONIA HIGH SCHOOL                                          ,870,DELTA COUNTY 50(J)        ,H,   ,6708,2,2,2
PAONIA HIGH SCHOOL                                          ,870,DELTA COUNTY 50(J)        ,M,   ,6708,2,2,2
PARIS ELEMENTARY SCHOOL                                     ,180,ADAMS-ARAPAHOE 28J        ,E,   ,6728,2,1,1
PARK ELEMENTARY SCHOOL                                      ,1520,DURANGO 9-R               ,E,   ,6738,2,2,2
MOUNTAIN VIEW ELEMENTARY SCHOOL                             ,3100,WINDSOR RE-4              ,E,   ,6750,3,3,3
MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL                    ,1140,CANON CITY RE-1           ,E,   ,6752,2,1,2
MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL                    ,1140,CANON CITY RE-1           ,M,   ,6752,2,2,1
PARK HILL SCHOOL                                            ,880,DENVER COUNTY 1           ,E,   ,6754,2,1,1
PARK LANE ELEMENTARY SCHOOL                                 ,180,ADAMS-ARAPAHOE 28J        ,E,   ,6758,3,3,3
PARK VIEW ELEMENTARY SCHOOL                                 ,2690,PUEBLO CITY 60            ,E,   ,6770,1,1,2
SAGEWOOD MIDDLE SCHOOL                                      ,900,DOUGLAS COUNTY RE 1       ,M,   ,6772,2,2,2
SIERRA MIDDLE SCHOOL                                        ,900,DOUGLAS COUNTY RE 1       ,M,   ,6773,2,1,2
MARTINEZ ELEMENTARY SCHOOL                                  ,3120,GREELEY 6                 ,E,   ,6774,1,1,1
NOEL MIDDLE SCHOOL                                          ,880,DENVER COUNTY 1           ,M,   ,6784,2,1,2
PARKVIEW ELEMENTARY SCHOOL                                  ,2660,LAMAR RE-2                ,E,   ,6794,1,2,2
PARMALEE ELEMENTARY SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,E,   ,6804,2,2,2
PARR ELEMENTARY SCHOOL                                      ,1420,JEFFERSON COUNTY R-1      ,E,   ,6806,1,1,1
PASSAGE CHARTER SCHOOL                                      ,2180,MONTROSE COUNTY RE-1J     ,H,   ,6807,,,2
PATTERSON ELEMENTARY SCHOOL                                 ,1420,JEFFERSON COUNTY R-1      ,E,   ,6808,3,2,2
PATRIOT LEARNING CENTER                                     ,1110,FALCON 49                 ,A,MH ,6810,,,3
PATRIOT LEARNING CENTER                                     ,1110,FALCON 49                 ,H,   ,6810,,,3
PATRIOT LEARNING CENTER                                     ,1110,FALCON 49                 ,M,   ,6810,1,1,1
PAWNEE JUNIOR-SENIOR HIGH SCHOOL                            ,3148,PAWNEE RE-12              ,H,   ,6812,,,3
PEABODY ELEMENTARY SCHOOL                                   ,140,LITTLETON 6               ,E,   ,6814,2,1,2
PEAK TO PEAK CHARTER SCHOOL                                 ,480,BOULDER VALLEY RE 2       ,E,   ,6816,2,3,3
PEAK TO PEAK CHARTER SCHOOL                                 ,480,BOULDER VALLEY RE 2       ,H,   ,6816,1,1,2
PEAK TO PEAK CHARTER SCHOOL                                 ,480,BOULDER VALLEY RE 2       ,M,   ,6816,2,1,2
PEAKVIEW ELEMENTARY SCHOOL                                  ,130,CHERRY CREEK 5            ,E,   ,6820,2,2,2
PECK ELEMENTARY SCHOOL                                      ,1420,JEFFERSON COUNTY R-1      ,E,   ,6828,2,3,3
NIVER CREEK MIDDLE SCHOOL                                   ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,6830,2,3,2
PEETZ ELEMENTARY SCHOOL                                     ,1870,PLATEAU RE-5              ,E,   ,6834,2,2,2
PEETZ JUNIOR-SENIOR HIGH SCHOOL                             ,1870,PLATEAU RE-5              ,H,   ,6838,2,1,2
PEETZ JUNIOR-SENIOR HIGH SCHOOL                             ,1870,PLATEAU RE-5              ,M,   ,6838,2,3,3
PEIFFER ELEMENTARY SCHOOL                                   ,1420,JEFFERSON COUNTY R-1      ,E,   ,6844,3,3,3
