School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,LowestGrade,,School Type,Organization Code,District Name,District Size,District Setting
5750,MEEKER ELEMENTARY SCHOOL,201 UTE ROAD,MEEKER,CO,81641,9708789050,Preschool,5th Grade,Elementary,2710,MEEKER RE1,601 - 1.200,Outlying Town
5752,MEEKER ELEMENTARY SCHOOL,2221  28TH AVENUE,GREELEY,CO,80634,9703482000,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
5754,BARONE MIDDLE SCHOOL,BOB TUCKER DRIVE,MEEKER,CO,81641,9708789060,#NAME?,#NAME?,Middle,2710,MEEKER RE1,601 - 1.200,Outlying Town
5758,MEIKLEJOHN ELEMENTARY,13405 W 83RD PL,ARVADA,CO,80005,3039825695,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5762,MEEKER HIGH SCHOOL,550 SCHOOL STREET,MEEKER,CO,81641,9708789070,9th Grade,12th Grade,Senior,2710,MEEKER RE1,601 - 1.200,Outlying Town
5777,MELVIN HENDRICKSON DEVELOPMENT CENTER,510 SAVAGE AVENUE,LAMAR,CO,81052,7193362022,Preschool,Preschool,Elementary,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
5779,MERIDIAN RANCH INTERNATIONAL SCHOOL,10480 RAINBOW BRIDGE DRIVE,FALCON,CO,80831,7194958282,Preschool,5th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
5802,MERINO ELEMENTARY SCHOOL,315 LEE,MERINO,CO,80741,9705227229,Kindergarten,6th Grade,Elementary,1860,BUFFALO RE-4J,300 or less,Rural
5806,MERINO JUNIOR SENIOR HIGH SCHOOL,315 LEE,MERINO,CO,80741,9705227424,7th Grade,12th Grade,Senior,1860,BUFFALO RE-4J,300 or less,Rural
5814,THORNTON MIDDLE SCHOOL,9451 HOFFMAN WAY,THORNTON,CO,80229,7209725160,6th Grade,8th Grade,Middle,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
5816,THORNTON HIGH SCHOOL,9351 WASHINGTON STREET,THORNTON,CO,80229,7209724800,9th Grade,12th Grade,Senior,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
5826,MERRILL MIDDLE SCHOOL,1551 SOUTH MONROE STREET,DENVER,CO,80210,7204240600,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,1401 NORTH 1ST ST,GRAND JUNCTION,CO,81501,9702547202,Kindergarten,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
5834,MESA ELEMENTARY SCHOOL,9100 LOWELL BOULEVARD,WESTMINSTER,CO,80030,3034282891,Preschool,5th Grade,Elementary,0070,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
5836,MESA ELEMENTARY SCHOOL,703 WEST 7TH STREET,CORTEZ,CO,81321,9705653858,Kindergarten,5th Grade,Elementary,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
5838,MESA ELEMENTARY SCHOOL,1575 LEHIGH STREET,BOULDER,CO,80305,7205613000,Kindergarten,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
5840,MESA ELEMENTARY SCHOOL,770-11TH STREET,DEL NORTE,CO,81132,7196574030,Kindergarten,1st Grade,Elementary,2730,DEL NORTE C-7,601 - 1.200,Outlying Town
5841,MESA RIDGE HIGH SCHOOL,6070 MESA RIDGE PARKWAY,COLORADO SPRINGS,CO,80911,7193913600,9th Grade,12th Grade,Senior,0990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
5842,MESA VIEW ELEMENTARY SCHOOL,2967 B ROAD,GRAND JUNCTION,CO,81503,9702547970,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
5843,LONE TREE ELEMENTARY,9375 HERITAGE HILLS CIRCLE,LONE TREE,CO,80124,3033870253,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
5844,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,2211 WEST 27TH AVENUE,DENVER,CO,80211,7204236900,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5850,MIAMI/YODER ELEMENTARY SCHOOL,420 SOUTH RUSH ROAD,RUSH,CO,80833,7194782186,Preschool,5th Grade,Elementary,1130,MIAMI/YODER 60 JT,300 or less,Rural
5854,MIAMI-YODER SENIOR HIGH SCHOOL,420 SOUTH RUSH ROAD,RUSH,CO,80833,7194782186,9th Grade,12th Grade,Senior,1130,MIAMI/YODER 60 JT,300 or less,Rural
5864,MIDDLE PARK HIGH SCHOOL,765 NORTH 2ND STREET,GRANBY,CO,80446,9708872104,9th Grade,12th Grade,Senior,1350,EAST GRAND 2,601 - 1.200,Outlying Town
5870,MIAMI-YODER JUNIOR HIGH SCHOOL,420 SOUTH RUSH ROAD,RUSH,CO,80833,7194782186,6th Grade,8th Grade,Middle,1130,MIAMI/YODER 60 JT,300 or less,Rural
5878,MIDLAND ELEMENTARY SCHOOL,2110 WEST BROADWAY STREET,COLORADO SPRINGS,CO,80904,7193284500,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5880,MILDRED L SANVILLE PRESCHOOL,5941 EAST 64TH AVENUE,COMMERCE CITY,CO,80022,3032869472,Preschool,Preschool,Elementary,0030,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro
5888,MILLER MIDDLE SCHOOL,2608 JUNCTION STREET,DURANGO,CO,81301,9702471418,6th Grade,8th Grade,Middle,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
5892,MILLER SPECIAL EDUCATION,200 KIPLING STREET,LAKEWOOD,CO,80226,3039827200,Preschool,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5896,MILLIKEN ELEMENTARY SCHOOL,100 BROAD STREET,MILLIKEN,CO,80543,9705874667,Preschool,5th Grade,Elementary,3110,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town
5902,MILLIKEN MIDDLE SCHOOL,66 IRENE AVENUE,MILLIKEN,CO,80543,9705874341,6th Grade,8th Grade,Middle,3110,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town
5916,MINNEQUA ELEMENTARY SCHOOL,1708 EAST ORMAN AVENUE,PUEBLO,CO,81004,7195497580,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
5930,MINTURN MIDDLE SCHOOL,1951 SOUTH HIGHWAY 24,MINTURN,CO,81645,9703282920,6th Grade,8th Grade,Middle,0910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
5934,MISSION VIEJO ELEMENTARY SCHOOL,3855 SOUTH ALICIA PARKWAY,AURORA,CO,80013,7208868000,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
5944,MITCHELL ELEMENTARY SCHOOL,200 RUBEY DRIVE,GOLDEN,CO,80403,3039825874,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5948,MITCHELL HIGH SCHOOL,1205 POTTER DRIVE,COLORADO SPRINGS,CO,80909,7193286600,9th Grade,12th Grade,Senior,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5954,MOFFAT ELEMENTARY SCHOOL,501 GARFIELD AVENUE,MOFFAT,CO,81143,7192564710,Preschool,5th Grade,Elementary,2800,MOFFAT 2,300 or less,Rural
5956,MOFFAT MIDDLE SCHOOL,501 GARFIELD AVENUE,MOFFAT,CO,81143,7192564710,6th Grade,8th Grade,Middle,2800,MOFFAT 2,300 or less,Rural
5958,MOFFAT SENIOR HIGH SCHOOL,501 GARFIELD AVENUE,MOFFAT,CO,81143,7192564710,9th Grade,12th Grade,Senior,2800,MOFFAT 2,300 or less,Rural
5962,MOFFAT COUNTY HIGH SCHOOL,900 FINLEY LANE,CRAIG,CO,81625,9708247036,9th Grade,12th Grade,Senior,2020,MOFFAT COUNTY RE:NO 1,"1,201 - 6,000",Outlying City
5972,MOLHOLM ELEMENTARY SCHOOL,6000 WEST 9TH AVENUE,LAKEWOOD,CO,80214,3039826230,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5982,MONACO ELEMENTARY SCHOOL,7631 MONACO BOULEVARD,COMMERCE CITY,CO,80022,3032870307,Preschool,5th Grade,Elementary,0030,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro
5985,MONFORT ELEMENTARY SCHOOL,2101  47TH AVENUE,GREELEY,CO,80634,9703482100,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
5988,MONROE ELEMENTARY SCHOOL,15 SOUTH CHELTON ROAD,COLORADO SPRINGS,CO,80910,7193287400,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
5992,MONROE ELEMENTARY SCHOOL,1500 MONROE AVENUE,LOVELAND,CO,80538,9706136500,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
5994,MONTESSORI PEAKS CHARTER ACADEMY,9904 WEST CAPRI AVENUE,LITTLETON,CO,80123,3039722627,Preschool,8th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
5995,MONTBELLO HIGH SCHOOL,5000 CROWN BOULEVARD,DENVER,CO,80239,7204235700,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5997,D C S MONTESSORI CHARTER SCHOOL,311 EAST CASTLE PINES PARKWAY,CASTLE ROCK,CO,80108,3033875626,Preschool,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
5998,OAKLAND ELEMENTARY SCHOOL,4580 DEARBORN STREET,DENVER,CO,80239,7204245070,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
5999,MONARCH HIGH SCHOOL,329 CAMPUS DRIVE,LOUISVILLE,CO,80027,7205614200,9th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
6000,MONARCH K-8 SCHOOL,263 CAMPUS DRIVE,LOUISVILLE,CO,80027,7205614000,Kindergarten,8th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
6002,MONTCLAIR ELEMENTARY SCHOOL,1151 NEWPORT STREET,DENVER,CO,80220,7204245380,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6018,MONTEREY ELEMENTARY SCHOOL,2311 MONTEREY ROAD,COLORADO SPRINGS,CO,80910,7195792179,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
6026,MONTEZUMA-CORTEZ HIGH SCHOOL,206 WEST 7TH STREET,CORTEZ,CO,81321,9705653722,9th Grade,12th Grade,Senior,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
6030,BYRON SYRING DELTA CENTER,345 PROSPECT,MONTE VISTA,CO,81144,7198522212,7th Grade,12th Grade,Senior,2740,MONTE VISTA C-8,"1,201 - 6,000",Outlying Town
6036,BILL METZ ELEMENTARY SCHOOL,545 SECOND,MONTE VISTA,CO,81144,7198524041,2nd Grade,5th Grade,Elementary,2740,MONTE VISTA C-8,"1,201 - 6,000",Outlying Town
6044,MONTE VISTA MIDDLE SCHOOL,3720 SHERMAN AVENUE,MONTE VISTA,CO,81144,7198525984,6th Grade,8th Grade,Middle,2740,MONTE VISTA C-8,"1,201 - 6,000",Outlying Town
6046,MONTE VISTA SENIOR HIGH SCHOOL,349 PROSPECT,MONTE VISTA,CO,81144,7198523586,9th Grade,12th Grade,Senior,2740,MONTE VISTA C-8,"1,201 - 6,000",Outlying Town
6054,COLUMBINE MIDDLE SCHOOL,600 SOUTH 12TH STREET,MONTROSE,CO,81401,9702492581,6th Grade,8th Grade,Middle,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
6055,CAREER CENTER PRESCHOOL,2935 NORTH AVENUE,GRAND JUNCTION,CO,81504,9702545100,Preschool,Preschool,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
6058,MONTROSE HIGH SCHOOL,600 SOUTH SELIG AVENUE,MONTROSE,CO,81401,9702496636,9th Grade,12th Grade,Senior,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
6060,MOUNTAIN RANGE HIGH SCHOOL,12500 HURON STREET,WESTMINSTER,CO,80234,7209726300,9th Grade,12th Grade,Senior,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,2055 MOLINE ST,AURORA,CO,80010,3033648549,Preschool,5th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
6070,FRUITA MONUMENT HIGH SCHOOL,1815 WILDCAT AVE,FRUITA,CO,81521,9702546600,10th Grade,12th Grade,Senior,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
6088,MOORE K-8 SCHOOL,846 CORONA STREET,DENVER,CO,80218,7204245300,Preschool,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6090,MOORE MIDDLE SCHOOL,8455 WEST 88TH AVENUE,ARVADA,CO,80005,3039820400,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6098,MOREY MIDDLE SCHOOL,840 EAST 14TH AVENUE,DENVER,CO,80218,7204240700,6th Grade,8th Grade,Middle,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6132,MORTON ELEMENTARY SCHOOL,1900 WEST 31ST STREET,PUEBLO,CO,81003,7195497585,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
6133,MORTENSEN ELEMENTARY SCHOOL,8006 SOUTH IRIS,LITTLETON,CO,80128,3039820022,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6134,YAMPAH MOUNTAIN SCHOOL,695 RED MOUNTAIN DRIVE,GLENWOOD SPRINGS,CO,81601,9709459463,6th Grade,12th Grade,Senior,9030,BOCES,#N/A,#N/A
6135,MOUNT CARBON ELEMENTARY SCHOOL,12776 WEST CROSS AVENUE,LITTLETON,CO,80127,3039827900,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6136,MOUNTAIN BOCES DAY TREATMENT CENTER,695 RED MOUNTAIN DRIVE,GLENWOOD SPRINGS,CO,81601,9709459546,5th Grade,12th Grade,Senior,9030,BOCES,#N/A,#N/A
6138,MOUNTAINSIDE ELEMENTARY SCHOOL,5506 HARR AVENUE,FORT CARSON,CO,80902,7193821430,Kindergarten,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,11398 RANCH ELSIE ROAD,GOLDEN,CO,80403,0,Kindergarten,8th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6140,MOUNTAIN RIDGE MIDDLE SCHOOL,9150 LEXINGTON DRIVE,COLORADO SPRINGS,CO,80920,7192343200,6th Grade,8th Grade,Middle,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
6142,MOUNTAIN VALLEY ELEMENTARY SCHOOL,403 PITKIN AVENUE,SAGUACHE,CO,81149,7196552578,Preschool,5th Grade,Elementary,2790,MOUNTAIN VALLEY RE 1,300 or less,Rural
6144,MOUNTAIN VALLEY MIDDLE SCHOOL,403 PITKIN AVENUE,SAGUACHE,CO,81149,7196552578,6th Grade,8th Grade,Middle,2790,MOUNTAIN VALLEY RE 1,300 or less,Rural
6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,403 PITKIN AVENUE,SAGUACHE,CO,81149,7196552578,9th Grade,12th Grade,Senior,2790,MOUNTAIN VALLEY RE 1,300 or less,Rural
6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,12401 PERRY STREET,BROOMFIELD,CO,80020,7209725520,Kindergarten,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
6152,MOUNTAIN VIEW ELEMENTARY SCHOOL,8502 EAST PINERY PARKWAY,PARKER,CO,80134,3033878675,Kindergarten,2nd Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,1415  14TH STREET,LONGMONT,CO,80501,7206528261,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
6158,MOUNTAIN VIEW ELEMENTARY SCHOOL,10095 LEXINGTON DRIVE,COLORADO SPRINGS,CO,80920,7192344800,Kindergarten,5th Grade,Elementary,1040,ACADEMY 20,"6,001 - 25,000",Urban-Suburban
6160,MRACHEK MIDDLE SCHOOL,1955 SOUTH TELLURIDE ST,AURORA,CO,80013,3037502836,6th Grade,8th Grade,Middle,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
6162,MOUNTAIN VISTA COMMUNITY SCHOOL,2550 DORSET DRIVE,COLORADO SPRINGS,CO,80910,7195793400,Kindergarten,8th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
6163,MOUNTAIN VIEW HIGH SCHOOL,3500 MOUNTAIN LION DRIVE,LOVELAND,CO,80537,9706137800,9th Grade,12th Grade,Senior,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
6164,MOUNTAIN RIDGE MIDDLE SCHOOL,10590 MONTE VISTA WAY,HIGHLANDS RANCH,CO,80126,3033871800,7th Grade,8th Grade,Middle,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
6165,MOUNTAIN VISTA HIGH SCHOOL,10585 MOUNTAIN VISTA RIDGE,HIGHLANDS RANCH,CO,80126,3033871500,9th Grade,12th Grade,Senior,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
6166,MOUNT GARFIELD MIDDLE SCHOOL,3475 FRONT STREET,CLIFTON,CO,81520,9702544720,6th Grade,8th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
6188,MUNROE ELEMENTARY SCHOOL,3440 WEST VIRGINIA AVENUE,DENVER,CO,80219,7204245230,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6189,MURPHY CREEK K-8 SCHOOL,1400 S OLD TOM MORRIS ROAD,AURORA,CO,80018,3033660579,Preschool,8th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
6194,NAMAQUA ELEMENTARY SCHOOL,209 NORTH COUNTY ROAD 19E,LOVELAND,CO,80537,9706136600,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
6195,NEW VISTA HIGH SCHOOL,700 20TH STREET,BOULDER,CO,80302,7205618700,9th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
6196,NATURITA ELEMENTARY SCHOOL,141 WEST MAIN STREET,NATURITA,CO,81422,9708652204,Preschool,6th Grade,Elementary,2190,WEST END RE-2,301 - 600,Rural
6208,NEDERLAND ELEMENTARY SCHOOL,#1 SUNDOWN TRAIL,NEDERLAND,CO,80466,7205614800,Preschool,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,597 ELDORA ROAD,NEDERLAND,CO,80466,7205614900,6th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
6219,NEW AMERICA SCHOOL,9125 E SEVENTH PLACE BUILDING 905,DENVER,CO,80230,3033209854,9th Grade,12th Grade,Senior,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
6220,NEW VISION CHARTER SCHOOL,2366 E 1ST STREET,LOVELAND,CO,80538,9705935827,Kindergarten,8th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
6222,NEEDHAM ELEMENTARY SCHOOL,2425 WEST THIRD AVENUE,DURANGO,CO,81301,9702474791,Preschool,5th Grade,Elementary,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
6224,NEVIN PLATT MIDDLE SCHOOL,6096 BASELINE ROAD,BOULDER,CO,80303,7205615536,6th Grade,8th Grade,Middle,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
6237,NEW AMERICA SCHOOL,1005 WADSWORTH BLVD,LAKEWOOD,CO,80214,3038943171,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6238,NEW AMERICA CHARTER SCHOOL,500 RED TABLE DRIVE,GYPSUM,CO,81637,3038943162,9th Grade,12th Grade,Senior,0910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
6244,NEW HORIZONS DAY SCHOOL,2883 SOUTH CIRCLE DRIVE,COLORADO SPRINGS,CO,80906,7195792600,6th Grade,12th Grade,Senior,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
6254,NEWLON ELEMENTARY SCHOOL,361 VRAIN STREET,DENVER,CO,80219,7204245150,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6264,NISLEY ELEMENTARY SCHOOL,543 28-3/4 ROAD,GRAND JUNCTION,CO,81501,9702545900,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
6274,NIWOT ELEMENTARY SCHOOL,8778 MORTON ROAD,NIWOT,CO,80503,3036522828,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
6276,NIWOT HIGH SCHOOL,8989 E. NIWOT ROAD,NIWOT,CO,80503,3036522550,9th Grade,12th Grade,Senior,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
6286,NORMANDY ELEMENTARY SCHOOL,6750 SOUTH KENDALL BOULEVARD,LITTLETON,CO,80128,3039824766,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6292,VILLAGE AT NORTH,1907 WEST POWERS AVENUE,LITTLETON,CO,80120,3033476980,Preschool,Preschool,Elementary,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
6294,NORTH ELEMENTARY SCHOOL,89 NORTH 6TH AVENUE,BRIGHTON,CO,80601,3036552500,Preschool,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
6298,NORTH FORK MONTESSORI SCHOOL,397 BULLDOG ST,HOTCHKISS,CO,81419,9708725910,Preschool,6th Grade,Elementary,0870,DELTA COUNTY 50(J),"1,201 - 6,000",Outlying Town
6306,NORTH MIDDLE SCHOOL,612 EAST YAMPA STREET,COLORADO SPRINGS,CO,80903,7193282400,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,12095 MONTVIEW BLVD,AURORA,CO,80010,3033647411,6th Grade,8th Grade,Middle,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
6314,NORTH HIGH SCHOOL,2960 NORTH SPEER BOULEVARD,DENVER,CO,80211,3034232700,9th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,8990 YORK STREET,THORNTON,CO,80229,3038531760,9th Grade,12th Grade,Senior,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
6330,NORTH ARVADA MIDDLE SCHOOL,7285 PIERCE STREET,ARVADA,CO,80003,3039820528,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
6338,PATRIOT ELEMENTARY SCHOOL,7010 HARR AVENUE,FORT CARSON,CO,80902,7193821460,Kindergarten,5th Grade,Elementary,1000,FOUNTAIN 8,"1,201 - 6,000",Urban-Suburban
6342,SHADOW RIDGE MIDDLE SCHOOL,12551 HOLLY STREET,THORNTON,CO,80602,7209725040,6th Grade,8th Grade,Middle,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
6344,HERITAGE MIDDLE SCHOOL,233 E. MOUNTAIN VIEW,LONGMONT,CO,80501,3037727900,6th Grade,8th Grade,Middle,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
6350,BRUCE RANDOLPH SCHOOL,3955 STEELE STREET,DENVER,CO,80205,7204241080,6th Grade,12th Grade,Senior,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6354,NORTH MESA ELEMENTARY SCHOOL,28881 GALE ROAD,PUEBLO,CO,81006,7199483303,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
6355,NORTH MOR ELEMENTARY SCHOOL,9580 DAMON DRIVE,NORTHGLENN,CO,80221,7209725540,Preschool,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
6358,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,910 4TH STREET,WALDEN,CO,80480,9707233300,6th Grade,12th Grade,Senior,1410,NORTH PARK R-1 ,301 - 600,Rural
6362,NORTH ELEMENTARY SCHOOL,209 LETA DRIVE,COLORADO SPRINGS,CO,80911,7193913375,Kindergarten,5th Grade,Elementary,0990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
6363,NORTH ROUTT CHARTER SCHOOL, 54200 RCR 62,CLARK,CO,80428,9708716062,Kindergarten,8th Grade,Elementary,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
6364,NORTHRIDGE HIGH SCHOOL,100 71ST AVENUE,GREELEY,CO,80634,9703485200,9th Grade,12th Grade,Senior,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
6365,SKYVIEW ACADEMY,6161 BUSINESS CENTER DRIVE,HIGHLANDS RANCH,CO,80124,7205608238,Preschool,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
6366,NORTHSIDE ELEMENTARY SCHOOL,528 NORTH UNCOMPAHGRE,MONTROSE,CO,81401,9702492554,Kindergarten,5th Grade,Elementary,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
6376,NORTH STAR ELEMENTARY SCHOOL,8740 NORTH STAR DRIVE,DENVER,CO,80221,7209725560,Kindergarten,5th Grade,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
6394,NORTHEAST ACADEMY CHARTER SCHOOL,4895 PEORIA STREET,DENVER,CO,80239,3033078837,Kindergarten,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
6395,NORTHEAST ELEMENTARY SCHOOL,1605 LONGSPEAK,BRIGHTON,CO,80601,3036552550,Preschool,5th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
