School Name,District Number,District Name,EMH,EMH_combined,School Number,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chnge_.5
SANCHEZ ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,7592,1,1,1
SANDBURG ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,7606,3,2,2
SAND CREEK ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7610,2,2,2
SAND CREEK ELEMENTARY SCHOOL,0980,HARRISON 2,E,,7611,3,2,1
SANFORD ELEMENTARY SCHOOL,0560,SANFORD 6J,E,,7612,2,2,1
SAND CREEK HIGH SCHOOL,1110,FALCON 49,H,,7613,2,2,2
SANFORD JUNIOR/SENIOR HIGH SCHOOL,0560,SANFORD 6J,H,MH,7616,3,2,2
SANFORD JUNIOR/SENIOR HIGH SCHOOL,0560,SANFORD 6J,M,MH,7616,1,2,2
SANGRE DE CRISTO ELEMENTARY SCHOOL,0110,SANGRE DE CRISTO RE-22J,E,,7626,1,2,1
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,0110,SANGRE DE CRISTO RE-22J,H,,7630,2,2,2
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,0110,SANGRE DE CRISTO RE-22J,M,,7630,3,2,2
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,7640,2,3,3
STANSBERRY ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,7650,1,1,1
SARGENT ELEMENTARY SCHOOL,2750,SARGENT RE-33J,E,,7660,2,2,2
SARGENT SENIOR HIGH SCHOOL,2750,SARGENT RE-33J,H,,7664,1,2,1
SARGENT JUNIOR HIGH SCHOOL,2750,SARGENT RE-33J,M,,7668,3,2,2
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,0880,DENVER COUNTY 1,E,,7694,3,2,1
SCHMITT ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,7698,1,2,1
SCOTT ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7700,2,3,2
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,E,EMH,7701,2,1,1
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,H,EMH,7701,1,1,1
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,M,EMH,7701,2,2,1
SCOTT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,7705,2,2,2
SECREST ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7708,2,2,2
SECOND CREEK ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,7714,3,2,2
SEDALIA ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7718,1,2,1
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,H,MH,7746,1,,3
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,M,MH,7746,1,,3
KEATING CONTINUING EDUCATION,2690,PUEBLO CITY 60,E,,7748,,,
KEATING CONTINUING EDUCATION,2690,PUEBLO CITY 60,H,,7748,1,1,1
KEATING CONTINUING EDUCATION,2690,PUEBLO CITY 60,M,,7748,,,
SEMPER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7753,3,2,2
SEVERANCE MIDDLE SCHOOL,3100,WINDSOR RE-4,M,,7755,2,2,2
SEVENTH STREET ELEMENTARY SCHOOL,0890,DOLORES COUNTY RE NO.2,E,,7764,1,1,1
SHAFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7780,2,2,2
SILVER CREEK HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,,7789,2,2,2
SHANNER ELEMENTARY SCHOOL,2670,HOLLY RE-3,E,,7794,1,2,2
SILVER CREEK ELEMENTARY,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,7795,2,2,3
FLYNN ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,7810,1,1,1
SHAW HEIGHTS MIDDLE SCHOOL,0070,WESTMINSTER 50,M,,7812,1,1,1
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7814,3,2,1
SHELLEDY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7832,3,3,3
SHELTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7833,3,3,3
SHEPARDSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,7834,2,1,2
SHERIDAN MIDDLE SCHOOL,0123,SHERIDAN 2,M,,7837,2,2,2
SHERIDAN HIGH SCHOOL,0123,SHERIDAN 2,H,,7842,3,2,3
SHERRELWOOD ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,7860,1,1,2
SIDE CREEK ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,7865,2,2,2
SIERRA ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7870,2,3,3
SIERRA GRANDE ELEMENTARY SCHOOL,0740,SIERRA GRANDE R-30,E,,7876,2,1,1
SIERRA GRANDE MIDDLE SCHOOL,0740,SIERRA GRANDE R-30,M,,7878,1,2,3
SOUTHERN COLORADO EARLY COLLEGE,2700,PUEBLO COUNTY 70,H,,7879,2,2,2
SIERRA GRANDE SENIOR HIGH SCHOOL,0740,SIERRA GRANDE R-30,H,,7880,1,2,2
SIERRA HIGH SCHOOL,0980,HARRISON 2,H,,7882,1,2,1
SIERRA VISTA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,7886,2,2,1
CACTUS VALLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,7890,2,1,1
SILVERHEELS MIDDLE SCHOOL,2610,PARK COUNTY RE-2,M,,7891,3,2,2
SILVERTON ELEMENTARY SCHOOL,2820,SILVERTON 1,E,,7900,,,
SILVERTON MIDDLE SCHOOL,2820,SILVERTON 1,M,,7902,,,
SILVERTON HIGH SCHOOL,2820,SILVERTON 1,H,,7904,,,
SIMLA ELEMENTARY SCHOOL,0940,BIG SANDY 100J,E,,7914,2,1,1
SIMLA JUNIOR HIGH SCHOOL,0940,BIG SANDY 100J,M,,7918,1,2,1
SIMLA HIGH SCHOOL,0940,BIG SANDY 100J,H,,7922,1,2,2
SINGING HILLS ELEMENTARY SCHOOL,0920,ELIZABETH C-1,E,,7925,2,2,2
SIXTH AVENUE ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,7932,3,2,1
SKINNER MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,7942,3,2,3
SKYLAND COMMUNITY HIGH SCHOOL,0880,DENVER COUNTY 1,H,,7947,,,
SKYLINE ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,7950,2,3,3
SKYLINE VISTA ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,7952,1,1,1
SKYLINE HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,,7954,1,2,2
SKYVIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,,7958,2,2,1
SKYVIEW MIDDLE SCHOOL,1110,FALCON 49,M,,7960,2,2,2
SLATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7962,2,3,3
SLAVENS K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,7972,3,2,2
SLAVENS K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,7972,2,2,2
SMILEY MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,7992,2,3,3
ESCALANTE MIDDLE SCHOOL,1520,DURANGO 9-R,M,,7994,3,2,2
SMITH ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8006,3,3,3
SPRINGS RANCH ELEMENTARY SCHOOL,1110,FALCON 49,E,,8010,2,2,2
SMOKY HILL HIGH SCHOOL,0130,CHERRY CREEK 5,H,,8020,2,2,2
SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8030,1,2,1
JOHN W THIMMIG ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,8032,3,3,3
SOARING EAGLES ELEMENTARY SCHOOL,0980,HARRISON 2,E,,8034,3,2,2
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,E,,8036,,,
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,H,,8036,1,,3
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,M,,8036,,,2
SOPRIS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,,8038,3,2,3
SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,,8048,1,2,2
SOROCO HIGH SCHOOL,2780,SOUTH ROUTT RE 3,H,,8050,3,2,1
SOAR,0880,DENVER COUNTY 1,,,8053,,,
HENRY WORLD SCHOOL GRADES 6-8,0880,DENVER COUNTY 1,M,,8054,2,2,2
SOUTH ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,8060,1,2,2
MOODY ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,8064,3,3,3
SOUTH MIDDLE SCHOOL,0180,ADAMS-ARAPAHOE 28J,M,,8078,3,2,3
SOUTH HIGH SCHOOL,2690,PUEBLO CITY 60,H,,8082,3,3,3
WEST DENVER PREP:  FEDERAL CAMPUS,0880,DENVER COUNTY 1,M,,8085,3,2,2
SOUTH HIGH SCHOOL,0880,DENVER COUNTY 1,H,,8086,2,2,2
DEANE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8090,2,2,1
SOUTH LAKEWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8102,2,2,1
SOARING HAWK ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,8106,2,2,2
SOUTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,8110,2,2,1
EDITH TETER ELEMENTARY SCHOOL,2610,PARK COUNTY RE-2,E,,8114,2,2,2
SOUTH PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8116,1,1,1
SOUTH PARK HIGH SCHOOL,2610,PARK COUNTY RE-2,H,,8118,2,2,1
SOUTH ROUTT ELEMENTARY SCHOOL,2780,SOUTH ROUTT RE 3,E,,8120,1,2,2
VENETUCCI ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,8122,2,1,1
SOUTH STREET ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,8126,1,1,1
SOUTHEAST ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,8130,2,2,1
SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,0880,DENVER COUNTY 1,H,,8132,2,3,2
SOUTHWEST OPEN CHARTER SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,,8133,3,,2
SOUTHERN HILLS MIDDLE SCHOOL,0480,BOULDER VALLEY RE 2,M,,8135,2,2,2
SOUTHMOOR ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8138,2,2,2
SPANGLER ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,8140,2,2,2
SPANN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8143,1,3,2
SUMMIT ACADEMY,0880,DENVER COUNTY 1,,,8145,,,
SPRINGFIELD ELEMENTARY SCHOOL,0250,SPRINGFIELD RE-4,E,,8160,1,1,2
SPRINGFIELD JUNIOR HIGH SCHOOL,0250,SPRINGFIELD RE-4,M,,8164,1,1,1
SPRINGFIELD HIGH SCHOOL,0250,SPRINGFIELD RE-4,H,,8168,1,2,2
SPROUL JUNIOR HIGH SCHOOL,0990,WIDEFIELD 3,M,,8178,1,2,1
SODA CREEK ELEMENTARY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,,8208,2,2,2
STANDLEY LAKE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,8209,2,2,2
STEAMBOAT SPRINGS MIDDLE SCHOOL,2770,STEAMBOAT SPRINGS RE-2,M,,8210,2,2,2
THE STUDIO SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,8211,2,,2
STEAMBOAT SPRINGS HIGH SCHOOL,2770,STEAMBOAT SPRINGS RE-2,H,,8212,2,2,2
STECK ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8222,2,2,2
STELLAR ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,8225,2,2,1
STEDMAN ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8232,3,2,2
STEELE ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8242,3,2,2
STEELE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8246,2,2,1
STEIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8248,2,2,2
STERLING MIDDLE SCHOOL,1828,VALLEY RE-1,M,,8256,2,2,1
STERLING HIGH SCHOOL,1828,VALLEY RE-1,H,,8260,2,2,2
STETSON ELEMENTARY SCHOOL,1110,FALCON 49,E,,8266,2,2,1
STEVENS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8272,2,2,3
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,,8274,3,2,2
STEM SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,,,8275,,,
STOBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8276,2,2,2
STONY CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8280,2,2,2
STOTT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8300,2,3,3
STOVE PRAIRIE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,8318,1,,2
STRASBURG ELEMENTARY SCHOOL,0060,STRASBURG 31J,E,,8328,3,3,3
HEMPHILL MIDDLE SCHOOL,0060,STRASBURG 31J,M,,8332,3,3,3
STRASBURG HIGH SCHOOL,0060,STRASBURG 31J,H,,8334,2,2,3
STRATMOOR HILLS ELEMENTARY SCHOOL,0980,HARRISON 2,E,,8337,2,2,1
STRATTON ELEMENTARY SCHOOL,1480,STRATTON R-4,E,,8342,1,3,3
STRATTON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8346,1,2,2
STRATTON MEADOWS ELEMENTARY SCHOOL,0980,HARRISON 2,E,,8350,3,2,1
STRATTON MIDDLE SCHOOL,1480,STRATTON R-4,M,,8351,1,2,1
STRATTON SENIOR HIGH SCHOOL,1480,STRATTON R-4,H,,8354,1,3,1
WILLIAM SMITH HIGH SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,8356,2,2,2
STRAWBERRY PARK ELEMENTARY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,,8358,2,2,1
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,E,EM,8359,1,2,1
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,M,EM,8359,3,2,1
STUKEY ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,8361,2,2,2
DILLON VALLEY ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8370,1,1,1
BRECKENRIDGE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8372,2,2,3
FRISCO ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8374,2,2,2
SUMMIT ALTERNATIVE HIGH SCHOOL,3000,SUMMIT RE-1,,,8375,,,
SILVERTHORNE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8376,2,2,3
SUMMIT MIDDLE SCHOOL,3000,SUMMIT RE-1,M,,8377,3,2,2
SUMMIT HIGH SCHOOL,3000,SUMMIT RE-1,H,,8378,1,2,2
SUMMIT ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,8379,2,1,1
SUMMIT ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,8380,3,3,3
SUMMIT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,8381,2,2,2
SUMMIT VIEW ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,8382,2,3,3
SUMMIT COVE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8385,2,1,2
SUMMIT MIDDLE CHARTER SCHOOL,0480,BOULDER VALLEY RE 2,M,,8387,2,2,2
SUNNYSIDE ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,8388,2,2,1
SUMMIT COUNTY DOR PROGRAM,9030,MOUNTAIN BOCES,H,,8389,,,
SUNRISE ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,8392,2,2,2
SUNRISE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,8394,2,2,2
SUNSET ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,8398,2,2,1
SUNSET PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,8402,2,2,2
SUNSET RIDGE ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,8406,1,2,1
SUPERIOR ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,8418,2,2,2
SURFACE CREEK VISION SCHOOL,0870,DELTA COUNTY 50(J),E,EMH,8419,1,,1
SURFACE CREEK VISION SCHOOL,0870,DELTA COUNTY 50(J),H,EMH,8419,2,2,1
SURFACE CREEK VISION SCHOOL,0870,DELTA COUNTY 50(J),M,EMH,8419,1,2,1
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,E,,8420,1,2,1
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,M,,8420,1,2,1
SWANSEA ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8422,3,2,2
SWANSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8432,3,2,2
SWINK ELEMENTARY SCHOOL,2570,SWINK 33,E,,8452,2,3,3
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,H,,8456,3,3,2
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,M,,8456,1,2,1
JACK SWIGERT AEROSPACE ACADEMY,1010,COLORADO SPRINGS 11,M,,8457,2,2,2
RANGE VIEW ELEMENTARY,3100,WINDSOR RE-4,,,8459,,,
TAVELLI ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,8460,2,2,2
TAYLOR ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8462,2,2,2
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8466,2,2,2
TELLER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8776,2,1,1
TCA COLLEGE PATHWAYS,1040,ACADEMY 20,H,,8779,,,
TELLURIDE ELEMENTARY SCHOOL,2830,TELLURIDE R-1,E,,8786,2,3,2
TELLURIDE MIDDLE SCHOOL,2830,TELLURIDE R-1,M,,8790,2,2,2
VISTA RIDGE HIGH SCHOOL,1110,FALCON 49,H,,8791,2,2,2
TWO ROADS CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,,,8793,,,
TELLURIDE HIGH SCHOOL,2830,TELLURIDE R-1,H,,8794,2,3,3
TENNYSON KNOLLS ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,8798,1,2,3
THE CONNECT CHARTER SCHOOL,2700,PUEBLO COUNTY 70,M,,8810,2,2,1
THE DA VINCI ACADEMY SCHOOL,1040,ACADEMY 20,E,,8813,2,3,3
TURNBERRY ELEMENTARY,0040,BRIGHTON 27J,E,,8820,1,2,1
THOMAS JEFFERSON HIGH SCHOOL,0880,DENVER COUNTY 1,H,,8822,3,3,3
THOMPSON VALLEY HIGH SCHOOL,1560,THOMPSON R-2J,H,,8824,3,3,2
THOMAS MACLAREN STATE CHARTER SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,,8825,2,2,2
THOMSON PRIMARY SCHOOL,2395,BRUSH RE-2(J),,,8832,,,
THOMSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8834,2,2,2
THORNTON ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,8842,2,3,2
THUNDER MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8846,2,2,3
THUNDERRIDGE HIGH SCHOOL,0900,DOUGLAS COUNTY RE 1,H,,8847,2,2,2
THUNDER RIDGE MIDDLE SCHOOL,0130,CHERRY CREEK 5,M,,8848,2,2,2
TIGER LEARNING CENTER,2520,EAST OTERO R-1,H,,8849,,,
TIMBERLINE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,8850,2,2,2
TIMBERVIEW MIDDLE SCHOOL,1040,ACADEMY 20,M,,8851,2,2,2
TIMNATH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,8852,2,2,2
TIMBER TRAIL ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,8853,2,2,2
THOMPSON ONLINE,1560,THOMPSON R-2J,,,8855,,,
TOLLGATE ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,8858,2,1,1
TOPE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8876,2,2,1
TOZER ELEMENTARY SCHOOL,3100,WINDSOR RE-4,,,8886,,,
TRAILS WEST ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,8887,2,1,1
TRAYLOR ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8888,1,2,1
TRADEMARK LEARNING CENTER,3120,GREELEY 6,H,,8890,,,
TRAILBLAZER ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,8897,2,2,2
TRAILBLAZER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,8902,2,2,2
TRAIL RIDGE MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,8903,1,2,1
TRINIDAD HIGH SCHOOL,1580,TRINIDAD 1,H,,8906,3,3,2
TREVISTA ECE-8 AT HORACE MANN,0880,DENVER COUNTY 1,E,EM,8909,1,2,2
TREVISTA ECE-8 AT HORACE MANN,0880,DENVER COUNTY 1,M,EM,8909,3,2,2
TRUSCOTT ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,8918,3,3,3
TURMAN ELEMENTARY SCHOOL,0980,HARRISON 2,E,,8923,3,3,3
TURNER MIDDLE SCHOOL,1560,THOMPSON R-2J,M,,8925,2,3,3
TWIN PEAKS CHARTER ACADEMY,0470,ST VRAIN VALLEY RE 1J,E,EM,8927,1,2,1
TWIN PEAKS CHARTER ACADEMY,0470,ST VRAIN VALLEY RE 1J,M,EM,8927,2,2,1
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,E,EMH,8929,3,2,2
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,H,EMH,8929,3,,2
PIKES PEAK PREP,8001,CHARTER SCHOOL INSTITUTE,M,EMH,8929,3,3,2
TWOMBLY ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,,8930,3,2,3
UNDERWOOD ELEMENTARY SCHOOL,2730,DEL NORTE C-7,E,,8960,2,2,1
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,H,,8965,2,2,2
UNION COLONY PREPARATORY SCHOOL,3120,GREELEY 6,M,,8965,3,2,2
UNIVERSITY PARK ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,8970,2,2,2
UNIVERSITY HILL ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,8978,3,1,2
UPPER BLUE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,,8993,2,1,1
UTE MEADOWS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9008,2,2,2
UTE PASS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,,9010,2,2,3
VALLEY HIGH SCHOOL,3080,WELD COUNTY RE-1,H,,9032,1,1,1
VALLEY VIEW K-8,0010,MAPLETON 1,E,EM,9036,2,1,2
VALLEY VIEW K-8,0010,MAPLETON 1,M,EM,9036,3,3,2
VALVERDE ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,9050,3,1,1
THE VANGUARD SCHOOL (MIDDLE),8001,CHARTER SCHOOL INSTITUTE,M,,9051,2,2,2
VAN ARSDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9052,2,2,2
VAN BUREN ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,9055,2,3,3
VANGUARD CLASSICAL SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,EM,9056,2,3,3
VANGUARD CLASSICAL SCHOOL,0180,ADAMS-ARAPAHOE 28J,M,EM,9056,2,3,3
THE VANGUARD SCHOOL (HIGH),8001,CHARTER SCHOOL INSTITUTE,H,,9057,2,2,2
VANDERHOOF ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9058,2,3,2
VASSAR ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,9059,2,2,2
VAUGHN ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,9060,1,2,3
VAIL SKI AND SNOWBOARD ACADEMY (USSA),0910,EAGLE COUNTY RE 50,H,,9061,,,2
VAIL SKI AND SNOWBOARD ACADEMY (USSA),0910,EAGLE COUNTY RE 50,M,,9061,2,,2
CRESSON ELEMENTARY SCHOOL,3010,CRIPPLE CREEK-VICTOR RE-1,E,,9080,1,1,1
VISTA PEAK P-8 EXPLORATORY,0180,ADAMS-ARAPAHOE 28J,,,9083,,,
V.I.L.A.S. ONLINE SCHOOL,0260,VILAS RE-5,E,,9085,,,
V.I.L.A.S. ONLINE SCHOOL,0260,VILAS RE-5,H,,9085,1,2,2
V.I.L.A.S. ONLINE SCHOOL,0260,VILAS RE-5,M,,9085,3,2,3
VILAS ELEMENTARY SCHOOL,0260,VILAS RE-5,E,,9090,,,
VILAS UNDIVIDED HIGH SCHOOL,0260,VILAS RE-5,H,,9100,,,3
VILAS UNDIVIDED HIGH SCHOOL,0260,VILAS RE-5,M,,9100,,,
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,9108,2,2,3
VISTA PEAK 9-12 PREPARATORY,0180,ADAMS-ARAPAHOE 28J,,,9125,,,
VINELAND ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,9130,3,3,3
VINELAND MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,9134,2,2,1
VIRGINIA COURT ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,9140,3,2,2
NORTH FORK VISION SCHOOL,0870,DELTA COUNTY 50(J),E,EMH,9146,,,1
NORTH FORK VISION SCHOOL,0870,DELTA COUNTY 50(J),H,EMH,9146,,,1
NORTH FORK VISION SCHOOL,0870,DELTA COUNTY 50(J),M,EMH,9146,1,,1
VISTA CHARTER SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,9149,1,,2
VIVIAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,9154,2,2,1
HI PLAINS ELEMENTARY SCHOOL,1460,HI-PLAINS R-23,E,,9164,1,2,2
W H HEATON MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,9188,2,2,1
WALDEN ELEMENTARY SCHOOL,1410,NORTH PARK R-1,E,,9198,1,1,1
WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,9200,2,2,2
JOHN MALL JUNIOR-SENIOR HIGH SCHOOL,1390,HUERFANO RE-1,H,MH,9212,3,2,2
