Record_no,District Code,District Name,School Code,School Name,EMH,EMH_combined,AEC10,SPF_PS_ELL_GRAD_RATE,School_Grade,rank_tot,Overall_Ach_Grade,read_ach_grade,math_ach_grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,ELL_Growth_Grade,SPF_PS_IND_GRAD_RATE
1227,1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,E,EM,N,,6,720,6,7,6,6,7,5,6,3,6,,
1228,1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,M,EM,N,,,,9,9,6,9,,6,7,6,5,,
1229,1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,E,E,N,,6,507,6,6,6,6,6,6,9,6,6,9,
1230,1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,E,E,N,,7,410,6,6,6,6,6,8,6,8,9,8,
1231,1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,H,H,N,-,7,144,9,7,9,8,9,6,4,6,6,7,86.
1232,1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,E,E,N,,10,146,9,8,7,9,7,9,10,9,8,9,
1233,1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,E,E,N,,10,146,6,7,6,6,6,11,9,13,6,,
1234,1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,E,E,N,,7,434,6,6,6,7,6,8,6,8,7,7,
1235,1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,H,H,N,86.,7,144,7,7,8,6,7,6,6,6,5,6,86.
1236,1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,E,E,N,,7,366,9,9,9,9,9,9,9,8,7,6,
1237,1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,E,E,N,,7,393,9,10,9,8,10,6,5,9,5,,
1240,1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY CHARTER SCHOOL,E,E,N,,8,338,9,10,9,10,9,6,6,6,6,9,
1241,1420,JEFFERSON COUNTY R-1,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,M,M,N,,7,201,9,9,8,9,7,6,6,6,6,,
1242,1420,JEFFERSON COUNTY R-1,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,H,H,N,-,12,17,12,12,11,12,12,9,9,9,8,,93.
1243,1420,JEFFERSON COUNTY R-1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,E,E,N,,9,296,6,6,6,6,5,9,7,9,9,,
1244,1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,M,MH,N,,5,375,5,6,5,5,3,5,6,5,5,,
1245,1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,H,MH,N,-,6,159,6,10,5,6,6,10,7,9,12,,47.
1246,1420,JEFFERSON COUNTY R-1,4422,JEFFERSON HIGH SCHOOL,H,H,N,65.,1,313,1,1,1,1,1,6,3,6,6,9,62.
1247,1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,M,M,N,,6,297,9,8,9,8,9,5,3,7,3,,
1248,1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,E,E,N,,12,70,8,9,7,9,6,11,11,9,10,,
1249,1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,E,E,N,,8,338,9,9,7,9,9,6,6,6,8,9,
1250,1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,E,E,N,,6,738,5,5,5,6,4,6,6,5,5,9,
1251,1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,E,E,N,,10,120,12,12,10,11,12,9,9,10,6,,
1252,1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,H,H,N,73.,6,182,9,7,10,9,9,5,3,6,5,6,83.
1253,1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,E,E,N,,6,632,5,5,5,6,4,6,7,6,6,6,
1254,1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,E,E,N,,6,559,6,6,6,6,6,6,6,5,6,6,
1255,1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,E,E,N,,8,316,7,9,6,8,6,7,6,6,7,9,
1256,1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,E,EM,N,,9,170,8,8,8,9,7,10,7,11,9,,
1257,1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,M,EM,N,,6,250,9,9,9,9,11,5,6,5,6,,
1258,1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,E,E,N,,6,608,6,6,6,6,6,6,6,6,6,9,
1260,1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,E,E,N,,9,248,9,9,8,8,11,7,6,7,8,,
1261,1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,E,E,N,,6,738,4,4,5,4,3,7,6,7,6,7,
1262,1420,JEFFERSON COUNTY R-1,5454,MANDALAY MIDDLE SCHOOL,M,M,N,,8,162,7,7,7,7,7,6,6,7,5,10,
1263,1420,JEFFERSON COUNTY R-1,5472,MANNING OPTIONS SCHOOL,M,M,N,,12,28,12,12,12,12,12,9,6,10,6,,
1264,1420,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,E,E,N,,9,180,10,10,10,10,10,10,10,9,9,4,
1265,1420,JEFFERSON COUNTY R-1,5580,MARSHDALE ELEMENTARY SCHOOL,E,E,N,,10,146,11,11,9,10,13,10,10,9,9,,
1267,1420,JEFFERSON COUNTY R-1,5758,MEIKLEJOHN ELEMENTARY,E,E,N,,13,14,12,12,11,9,11,12,13,12,9,,
1271,1420,JEFFERSON COUNTY R-1,5944,MITCHELL ELEMENTARY SCHOOL,E,E,N,,10,120,10,10,9,9,11,9,9,9,7,13,
1272,1420,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,E,E,N,,5,800,3,3,3,2,3,6,7,6,9,5,
1273,1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,E,EM,N,,9,265,8,8,7,8,9,9,7,9,6,,
1274,1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,M,EM,N,,13,1,12,12,11,11,,12,12,10,12,,
1275,1420,JEFFERSON COUNTY R-1,6090,MOORE MIDDLE SCHOOL,M,M,N,,6,303,6,6,6,6,6,6,5,7,3,8,
1276,1420,JEFFERSON COUNTY R-1,6133,MORTENSEN ELEMENTARY SCHOOL,E,E,N,,9,236,9,9,8,9,9,8,9,8,6,11,
1277,1420,JEFFERSON COUNTY R-1,6135,MOUNT CARBON ELEMENTARY SCHOOL,E,E,N,,9,265,9,9,8,9,9,8,8,7,7,9,
1278,1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,E,EM,N,,3,927,6,6,5,4,8,1,1,3,1,,
1279,1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,M,EM,N,,,,7,9,6,9,,6,4,6,9,,
1281,1420,JEFFERSON COUNTY R-1,6286,NORMANDY ELEMENTARY SCHOOL,E,E,N,,9,215,12,12,11,12,10,8,6,7,9,9,
1282,1420,JEFFERSON COUNTY R-1,6330,NORTH ARVADA MIDDLE SCHOOL,M,M,N,,6,303,6,6,6,6,6,6,6,6,7,6,
1283,1420,JEFFERSON COUNTY R-1,6470,OBERON JUNIOR HIGH SCHOOL,M,M,N,,9,101,9,9,9,9,7,9,7,9,6,,
1284,1420,JEFFERSON COUNTY R-1,6474,O'CONNELL MIDDLE SCHOOL,M,M,N,,5,406,3,3,3,3,5,5,5,3,5,8,
1285,1420,JEFFERSON COUNTY R-1,6804,PARMALEE ELEMENTARY SCHOOL,E,E,N,,13,14,12,11,12,12,12,12,12,12,12,,
1286,1420,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,E,E,N,,6,538,6,6,5,6,6,6,6,6,6,9,
1287,1420,JEFFERSON COUNTY R-1,6808,PATTERSON ELEMENTARY SCHOOL,E,E,N,,6,479,6,6,6,6,6,7,7,6,6,9,
1288,1420,JEFFERSON COUNTY R-1,6828,PECK ELEMENTARY SCHOOL,E,E,N,,8,316,7,6,6,6,9,9,9,9,7,,
1289,1420,JEFFERSON COUNTY R-1,6844,PEIFFER ELEMENTARY SCHOOL,E,E,N,,6,608,6,6,6,7,6,6,7,6,6,,
1290,1420,JEFFERSON COUNTY R-1,6848,PENNINGTON ELEMENTARY SCHOOL,E,E,N,,5,800,3,4,5,3,2,6,6,6,5,6,
1291,1420,JEFFERSON COUNTY R-1,7078,PLEASANT VIEW ELEMENTARY SCHOOL,E,E,N,,5,779,3,5,1,1,5,6,9,6,6,,
1292,1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,H,H,N,83.,8,113,6,6,8,6,6,6,6,8,6,7,87.
1293,1420,JEFFERSON COUNTY R-1,7128,POWDERHORN ELEMENTARY SCHOOL,E,E,N,,9,296,9,9,9,10,9,7,7,8,6,10,
1294,1420,JEFFERSON COUNTY R-1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,E,E,N,,9,196,8,9,7,7,7,9,10,9,7,,
1295,1420,JEFFERSON COUNTY R-1,7238,RALSTON ELEMENTARY SCHOOL,E,E,N,,12,70,13,13,12,13,12,9,9,7,9,,
1296,1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,H,H,N,-,12,8,12,12,13,12,12,11,9,12,8,,95.
1297,1420,JEFFERSON COUNTY R-1,7282,RED ROCKS ELEMENTARY SCHOOL,E,E,N,,12,39,12,12,10,12,11,11,10,10,9,,
1298,1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,E,EM,N,,8,316,10,11,10,10,10,5,5,6,5,,
1299,1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,M,EM,N,,9,97,10,12,9,10,7,9,7,9,9,,
1303,1420,JEFFERSON COUNTY R-1,7483,ROONEY RANCH ELEMENTARY SCHOOL,E,E,N,,9,170,9,10,9,8,10,9,7,9,9,,
1304,1420,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,E,E,N,,9,248,9,9,9,9,9,9,9,8,9,6,
1305,1420,JEFFERSON COUNTY R-1,7708,SECREST ELEMENTARY SCHOOL,E,E,N,,6,720,5,5,3,5,6,6,7,6,6,6,
1306,1420,JEFFERSON COUNTY R-1,7753,SEMPER ELEMENTARY SCHOOL,E,E,N,,9,248,9,9,7,9,9,9,9,9,8,6,
1307,1420,JEFFERSON COUNTY R-1,7780,SHAFFER ELEMENTARY SCHOOL,E,E,N,,9,248,12,10,9,12,12,7,5,7,8,,
1308,1420,JEFFERSON COUNTY R-1,7833,SHELTON ELEMENTARY SCHOOL,E,E,N,,12,44,9,9,7,9,9,13,13,10,12,13,
1309,1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,E,E,N,,6,578,6,6,6,6,7,6,7,6,7,6,
1310,1420,JEFFERSON COUNTY R-1,7870,SIERRA ELEMENTARY SCHOOL,E,E,N,,11,95,10,10,9,11,10,10,9,10,9,,
1311,1420,JEFFERSON COUNTY R-1,7962,SLATER ELEMENTARY SCHOOL,E,E,N,,6,507,5,6,5,6,5,8,6,6,8,10,
1315,1420,JEFFERSON COUNTY R-1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,E,E,N,,7,393,7,7,6,7,6,8,8,8,6,9,
1316,1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,H,H,N,-,6,171,7,6,9,7,6,6,4,6,6,6,86.
1317,1420,JEFFERSON COUNTY R-1,8248,STEIN ELEMENTARY SCHOOL,E,E,N,,9,215,6,6,6,6,6,9,9,9,12,7,
1318,1420,JEFFERSON COUNTY R-1,8223,STEVENS ELEMENTARY SCHOOL,E,E,N,,1,972,6,5,6,3,,1,1,1,1,3,
1319,1420,JEFFERSON COUNTY R-1,8276,STOBER ELEMENTARY SCHOOL,E,E,N,,7,366,7,7,6,7,7,7,8,6,6,9,
1320,1420,JEFFERSON COUNTY R-1,8280,STONY CREEK ELEMENTARY SCHOOL,E,E,N,,9,180,8,8,6,9,7,9,10,9,8,,
1321,1420,JEFFERSON COUNTY R-1,8300,STOTT ELEMENTARY SCHOOL,E,E,N,,6,720,6,6,6,6,6,5,6,6,3,,
1322,1420,JEFFERSON COUNTY R-1,8381,SUMMIT RIDGE MIDDLE SCHOOL,M,M,N,,9,78,9,9,9,9,10,7,6,9,6,,
1323,1420,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,E,E,N,,5,814,5,5,3,3,6,6,6,6,5,5,
1324,1420,JEFFERSON COUNTY R-1,8834,THOMSON ELEMENTARY SCHOOL,E,E,N,,7,366,5,6,3,5,6,10,9,10,8,12,
1325,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,M,MH,N,,,,5,6,5,5,3,,,,,,
1326,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,H,MH,N,-,6,238,6,6,6,6,7,6,6,6,6,,38.
1327,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,E,E,N,,12,26,12,12,10,12,12,12,13,12,9,,
1328,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,E,E,N,,6,507,9,10,9,9,10,6,6,6,3,,
1329,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,E,E,N,,10,106,9,8,7,9,9,10,9,11,8,8,
1330,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,E,E,N,,5,827,4,5,3,3,6,6,7,6,3,4,
1331,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,E,E,N,,10,106,6,6,6,6,6,12,12,12,11,8,
1332,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,M,M,N,,9,111,8,7,9,7,8,8,6,10,6,,
1333,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,E,E,N,,8,316,7,8,7,7,9,7,7,7,6,9,
1334,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,E,E,N,,6,738,6,6,6,6,6,6,6,7,6,5,
1335,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,E,E,N,,8,316,9,9,7,7,9,6,9,6,6,,
1336,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,M,M,N,,9,90,10,10,11,9,10,7,6,9,6,,
1337,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,E,E,N,,12,44,12,12,12,12,11,10,12,9,9,,
1338,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,E,E,N,,5,760,6,6,5,6,5,5,5,5,3,6,
1339,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,E,E,N,,9,296,9,9,7,9,8,8,6,7,8,9,
1340,1420,JEFFERSON COUNTY R-1,9515,WHEAT RIDGE 5-8,E,EM,N,,1,993,4,5,2,5,3,1,1,1,1,,
1341,1420,JEFFERSON COUNTY R-1,9515,WHEAT RIDGE 5-8,M,EM,N,,3,437,2,2,3,1,4,5,2,6,4,9,
1342,1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,H,H,N,-,6,171,6,6,7,6,6,9,7,9,8,5,77.
1343,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,E,E,N,,6,738,6,6,5,6,6,6,6,6,6,5,
1344,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,E,E,N,,10,146,11,11,10,10,12,6,6,9,6,,
1345,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,E,E,N,,6,479,6,7,6,6,6,6,6,8,6,6,
1346,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,E,EM,N,,6,578,9,9,11,9,9,6,3,8,5,,
1347,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,M,EM,N,,9,111,8,7,10,7,6,7,6,9,6,,
1348,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,E,EM,N,,6,538,6,6,6,6,9,6,8,7,5,,
1349,3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,M,EM,N,,9,131,7,9,6,7,6,8,10,6,7,,
1350,3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,E,E,N,,7,393,7,7,6,7,9,6,7,6,7,1,
1351,3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,E,E,N,,1,952,6,5,5,6,6,1,6,1,1,1,
1352,3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,M,M,N,,6,275,6,6,6,6,6,6,6,6,6,5,
1353,3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,E,E,N,,6,559,9,9,7,9,8,6,6,3,7,,
1354,3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,H,H,N,69.,6,200,6,6,6,6,6,7,9,7,6,1,79.
1355,2862,JULESBURG RE-1,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,M,MH,N,,,,,,,,,,,,,,
1356,2862,JULESBURG RE-1,4369,INSIGHT SCHOOL OF COLORADO AT JULESBURG,H,MH,N,-,1,324,4,6,2,3,5,1,5,1,1,,13.
1357,2862,JULESBURG RE-1,4488,JULESBURG ELEMENTARY SCHOOL,E,E,N,,7,410,7,6,7,6,,6,3,8,6,,
1358,2862,JULESBURG RE-1,4492,JULESBURG HIGH SCHOOL,M,MH,N,,9,78,9,9,9,9,6,9,11,7,9,,
1359,2862,JULESBURG RE-1,4492,JULESBURG HIGH SCHOOL,H,MH,N,-,10,41,10,9,12,9,10,9,9,10,7,,86.
1360,1810,KARVAL RE-23,4502,KARVAL ELEMENTARY SCHOOL,E,E,N,,,,6,6,6,5,,,,,,,
1361,1810,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,,,6,6,6,6,,5,6,3,6,,
1362,1810,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,,,6,6,6,6,,,,,,,91.
1363,1810,KARVAL RE-23,4504,KARVAL ONLINE EDUCATION,E,EMH,N,,,,2,5,1,2,5,1,1,1,1,,
1364,1810,KARVAL RE-23,4504,KARVAL ONLINE EDUCATION,M,EMH,N,,2,464,3,5,1,4,2,2,6,1,3,,
1365,1810,KARVAL RE-23,4504,KARVAL ONLINE EDUCATION,H,EMH,N,-,1,326,2,3,1,1,1,1,5,1,1,,42.
1366,3090,KEENESBURG RE-3(J),1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,E,EM,N,,2,945,6,6,7,6,6,1,4,2,1,,
1367,3090,KEENESBURG RE-3(J),1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,M,EM,N,,9,148,9,9,9,9,8,7,9,5,9,,
1368,3090,KEENESBURG RE-3(J),4526,HOFF ELEMENTARY SCHOOL,E,E,N,,9,265,7,7,6,9,6,7,6,8,7,11,
1369,3090,KEENESBURG RE-3(J),4148,HUDSON ELEMENTARY SCHOOL,E,E,N,,7,434,7,6,7,6,6,6,6,7,5,3,
1370,3090,KEENESBURG RE-3(J),3090,LOCHBUIE ELEMENTARY SCHOOL,E,E,N,,6,507,6,6,6,6,6,6,6,5,6,9,
1371,3090,KEENESBURG RE-3(J),9347,WELD CENTRAL JUNIOR HIGH SCHOOL,M,M,N,,6,364,6,6,6,6,6,5,6,5,3,6,
1372,3090,KEENESBURG RE-3(J),1446,WELD CENTRAL SENIOR HIGH SCHOOL,H,H,N,79.,5,270,6,6,6,6,7,3,3,3,5,1,86.
1373,1760,KIM REORGANIZED 88,4690,KIM ELEMENTARY SCHOOL,E,E,N,,7,410,8,8,6,8,,6,7,3,6,,
1374,1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,M,MH,N,,,,5,5,5,5,,6,1,7,9,,
1375,1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,H,MH,N,-,11,33,9,7,10,10,,9,5,13,7,,92.
1376,0930,KIOWA C-2,4724,KIOWA ELEMENTARY SCHOOL,E,E,N,,7,434,6,6,6,6,6,6,5,9,6,,
1377,0930,KIOWA C-2,4728,KIOWA HIGH SCHOOL,H,H,N,-,12,8,10,12,9,10,10,13,13,12,13,,91.
1378,0930,KIOWA C-2,4726,KIOWA MIDDLE SCHOOL,M,M,N,,9,131,7,8,6,8,6,9,7,6,10,,
1379,0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,E,E,N,,7,393,10,9,12,10,12,6,6,6,6,,
1380,0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,2,459,6,8,6,6,2,1,1,1,2,,
1381,0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,6,171,6,6,4,6,5,3,3,7,1,,93.
1382,1400,LA VETA RE-2,4860,LA VETA ELEMENTARY SCHOOL,E,E,N,,6,479,9,9,9,9,7,5,5,5,5,,
1383,1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,2,459,6,6,6,6,9,1,1,1,1,,
1384,1400,LA VETA RE-2,4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,6,193,6,6,6,6,9,5,6,6,5,,91.
1385,1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,H,H,N,79.,6,182,6,5,6,5,6,10,11,9,10,5,89.
1386,1510,LAKE COUNTY R-1,4901,LAKE COUNTY MIDDLE SCHOOL,E,EM,N,,1,994,3,3,2,4,5,1,1,1,1,1,
1387,1510,LAKE COUNTY R-1,4901,LAKE COUNTY MIDDLE SCHOOL,M,EM,N,,2,464,3,2,5,2,4,3,3,5,1,6,
1388,1510,LAKE COUNTY R-1,9486,WESTPARK ELEMENTARY SCHOOL,E,E,N,,1,983,5,4,6,5,,1,1,1,1,4,
1389,2660,LAMAR RE-2,0200,ALTA VISTA CHARTER SCHOOL,E,E,N,,5,779,10,10,9,10,9,3,5,3,5,,
1390,2660,LAMAR RE-2,4960,LAMAR HIGH SCHOOL,H,H,N,-,5,270,6,6,6,6,5,5,5,6,5,,65.
1391,2660,LAMAR RE-2,4956,LAMAR MIDDLE SCHOOL,M,M,N,,5,395,6,6,6,6,6,6,5,7,6,5,
1392,2660,LAMAR RE-2,6794,PARKVIEW ELEMENTARY SCHOOL,E,E,N,,3,927,5,5,5,6,5,3,3,6,2,2,
1393,0290,LAS ANIMAS RE-1,1812,LAS ANIMAS ELEMENTARY SCHOOL,E,E,N,,4,869,9,9,7,9,6,1,3,1,4,,
1394,0290,LAS ANIMAS RE-1,4990,LAS ANIMAS HIGH SCHOOL,H,H,N,-,4,279,5,5,4,6,4,2,1,5,2,,89.
1395,0290,LAS ANIMAS RE-1,4986,LAS ANIMAS MIDDLE SCHOOL,M,M,N,,1,484,5,6,5,5,1,1,1,1,1,,
1396,1080,LEWIS-PALMER 38,3539,BEAR CREEK ELEMENTARY SCHOOL,E,E,N,,8,316,9,9,9,9,9,7,8,6,7,9,
1397,1080,LEWIS-PALMER 38,5096,LEWIS-PALMER ELEMENTARY SCHOOL,E,E,N,,9,196,10,9,10,10,10,8,9,6,9,9,
1398,1080,LEWIS-PALMER 38,5100,LEWIS-PALMER HIGH SCHOOL,H,H,N,-,10,41,12,10,12,11,11,6,6,6,6,6,91.
1399,1080,LEWIS-PALMER 38,5098,LEWIS-PALMER MIDDLE SCHOOL,M,M,N,,7,180,10,9,10,10,9,6,6,6,6,7,
1400,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,E,EM,N,,10,130,12,11,12,12,10,7,6,6,10,9,
1401,1080,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,M,EM,N,,9,101,12,12,11,12,11,6,6,6,6,,
1402,1080,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,E,E,N,,6,455,9,7,7,9,9,6,6,5,6,9,
1403,1080,LEWIS-PALMER 38,6678,PALMER RIDGE HIGH SCHOOL,H,H,N,-,9,61,11,10,12,10,10,7,6,7,7,,94.
1404,1080,LEWIS-PALMER 38,7165,PRAIRIE WINDS ELEMENTARY SCHOOL,E,E,N,,11,85,12,12,10,12,12,9,7,9,9,,
1405,1080,LEWIS-PALMER 38,4686,RAY E KILMER ELEMENTARY SCHOOL,E,E,N,,10,130,11,10,9,11,10,8,9,6,7,,
1406,3230,LIBERTY J-4,5119,LIBERTY ELEMENTARY SCHOOL,E,E,N,,,,6,6,6,6,,1,1,1,1,,
1407,3230,LIBERTY J-4,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,3,444,5,3,6,3,6,5,2,6,6,,
1408,3230,LIBERTY J-4,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,,,6,6,6,6,9,8,1,10,10,,97.
1409,1790,LIMON RE-4J,5132,LIMON ELEMENTARY SCHOOL,E,E,N,,8,338,9,7,9,8,7,6,5,6,6,,
1410,1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,E,EMH,N,,5,760,7,6,6,9,8,2,1,1,9,,
1411,1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,M,EMH,N,,9,148,9,8,8,9,8,9,9,6,10,,
1412,1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,H,EMH,N,-,10,41,10,10,9,12,8,9,9,9,8,,89.
1413,0140,LITTLETON 6,0298,ARAPAHOE HIGH SCHOOL,H,H,N,-,12,8,12,12,12,12,12,9,9,9,9,,94.
1414,0140,LITTLETON 6,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,E,E,N,,8,338,7,7,7,9,7,6,6,6,7,6,
1415,0140,LITTLETON 6,2382,EAST ELEMENTARY SCHOOL,E,E,N,,9,296,6,5,6,6,6,9,7,6,11,9,
1416,0140,LITTLETON 6,2804,EUCLID MIDDLE SCHOOL,M,M,N,,7,191,9,8,9,9,8,6,6,6,6,9,
1417,0140,LITTLETON 6,2926,FIELD ELEMENTARY SCHOOL,E,E,N,,5,779,5,6,5,6,5,4,5,4,6,3,
