Record_no,SPF_DIST_NUMBER,SPF_DISTRICT_NAME,SPF_SCHOOL_NUMBER,SPF_SCHOOL_NAME,SPF_EMH_CODE,SPF_INCLUDED_EMH_FOR_A,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chng_.5
1562,2035,MONTEZUMACORTEZ RE1,6026,MONTEZUMACORTEZ HIGH SCHOOL,H,H,2,2,3
1563,2035,MONTEZUMACORTEZ RE1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,E,E,,,1
1564,2035,MONTEZUMACORTEZ RE1,8133,SOUTHWEST OPEN CHARTER SCHOOL,H,H,3,,2
1565,2180,MONTROSE COUNTY RE1J,1392,CENTENNIAL MIDDLE SCHOOL,M,M,2,3,3
1566,2180,MONTROSE COUNTY RE1J,6054,COLUMBINE MIDDLE SCHOOL,M,M,2,3,2
1567,2180,MONTROSE COUNTY RE1J,1915,COTTONWOOD ELEMENTARY SCHOOL,E,E,2,2,2
1568,2180,MONTROSE COUNTY RE1J,4458,JOHNSON ELEMENTARY SCHOOL,E,E,2,3,2
1569,2180,MONTROSE COUNTY RE1J,6058,MONTROSE HIGH SCHOOL,H,H,3,3,2
1570,2180,MONTROSE COUNTY RE1J,6366,NORTHSIDE ELEMENTARY SCHOOL,E,E,2,3,2
1571,2180,MONTROSE COUNTY RE1J,6466,OAK GROVE ELEMENTARY SCHOOL,E,E,2,2,2
1572,2180,MONTROSE COUNTY RE1J,6486,OLATHE ELEMENTARY SCHOOL,E,E,2,2,3
1573,2180,MONTROSE COUNTY RE1J,6494,OLATHE HIGH SCHOOL,H,H,2,2,2
1574,2180,MONTROSE COUNTY RE1J,6490,OLATHE MIDDLE SCHOOL,M,M,2,2,2
1575,2180,MONTROSE COUNTY RE1J,6807,PASSAGE CHARTER SCHOOL,H,H,,,3
1576,2180,MONTROSE COUNTY RE1J,6262,PEAK VIRTUAL ACADEMY,E,EMH,,,
1577,2180,MONTROSE COUNTY RE1J,6262,PEAK VIRTUAL ACADEMY,M,EMH,,,
1578,2180,MONTROSE COUNTY RE1J,6262,PEAK VIRTUAL ACADEMY,H,EMH,,,
1579,2180,MONTROSE COUNTY RE1J,7106,POMONA ELEMENTARY SCHOOL,E,E,2,2,2
1580,2180,MONTROSE COUNTY RE1J,9149,VISTA CHARTER SCHOOL,H,H,,,1
1581,9030,MOUNTAIN BOCES,6136,PROJECT REBOUND,M,MH,,,
1582,9030,MOUNTAIN BOCES,6136,PROJECT REBOUND,H,MH,,,3
1583,9030,MOUNTAIN BOCES,6134,YAMPAH MOUNTAIN SCHOOL,H,H,3,,3
1584,9030,MOUNTAIN BOCES,9797,YAMPAH TEEN PARENT PROGRAM,H,H,,,2
1585,2790,MOUNTAIN VALLEY RE 1,6142,MOUNTAIN VALLEY ELEMENTARY SCHOOL,E,E,1,1,1
1586,2790,MOUNTAIN VALLEY RE 1,6144,MOUNTAIN VALLEY MIDDLE SCHOOL,M,M,3,,3
1587,2790,MOUNTAIN VALLEY RE 1,6146,MOUNTAIN VALLEY SENIOR HIGH SCHOOL,H,H,,,1
1588,0550,NORTH CONEJOS RE1J,1378,CENTAURI HIGH SCHOOL,H,H,3,3,3
1589,0550,NORTH CONEJOS RE1J,1276,CENTAURI MIDDLE SCHOOL,M,M,2,1,2
1590,0550,NORTH CONEJOS RE1J,4836,LA JARA ELEMENTARY SCHOOL,E,E,2,3,3
1591,0550,NORTH CONEJOS RE1J,4837,LA JARA SECOND CHANCE SCHOOL,M,MH,,,
1592,0550,NORTH CONEJOS RE1J,4837,LA JARA SECOND CHANCE SCHOOL,H,MH,,,3
1593,0550,NORTH CONEJOS RE1J,5422,MANASSA ELEMENTARY SCHOOL,E,E,2,3,3
1594,1410,NORTH PARK R1,6358,NORTH PARK JUNIORSENIOR HIGH SCHOOL,M,MH,2,3,2
1595,1410,NORTH PARK R1,6358,NORTH PARK JUNIORSENIOR HIGH SCHOOL,H,MH,2,,2
1596,1410,NORTH PARK R1,9198,WALDEN ELEMENTARY SCHOOL,E,E,2,2,2
1597,2840,NORWOOD R2J,6418,NORWOOD ELEMENTARY SCHOOL,E,E,1,1,2
1598,2840,NORWOOD R2J,6422,NORWOOD HIGH SCHOOL,M,MH,2,2,2
1599,2840,NORWOOD R2J,6422,NORWOOD HIGH SCHOOL,H,MH,1,1,2
1600,3050,OTIS R3,6582,OTIS ELEMENTARY SCHOOL,E,E,1,2,2
1601,3050,OTIS R3,6586,OTIS JUNIORSENIOR HIGH SCHOOL,M,MH,1,2,2
1602,3050,OTIS R3,6586,OTIS JUNIORSENIOR HIGH SCHOOL,H,MH,1,1,2
1603,2580,OURAY R1,6596,OURAY ELEMENTARY SCHOOL,E,E,2,2,2
1604,2580,OURAY R1,6598,OURAY MIDDLE SCHOOL,M,M,3,2,2
1605,2580,OURAY R1,6600,OURAY SENIOR HIGH SCHOOL,H,H,1,1,2
1606,1570,PARK (ESTES PARK) R3,2794,ESTES PARK HIGH SCHOOL,H,H,1,1,2
1607,1570,PARK (ESTES PARK) R3,2790,ESTES PARK K5 SCHOOL,E,E,2,1,1
1608,1570,PARK (ESTES PARK) R3,2792,ESTES PARK MIDDLE SCHOOL,M,M,2,1,2
1609,2610,PARK COUNTY RE2,8114,EDITH TETER ELEMENTARY SCHOOL,E,E,2,2,2
1610,2610,PARK COUNTY RE2,3681,GUFFEY CHARTER SCHOOL,E,EM,,,1
1611,2610,PARK COUNTY RE2,3681,GUFFEY CHARTER SCHOOL,M,EM,,,1
1612,2610,PARK COUNTY RE2,4908,LAKE GEORGE CHARTER SCHOOL,E,EM,3,,3
1613,2610,PARK COUNTY RE2,4908,LAKE GEORGE CHARTER SCHOOL,M,EM,,,
1614,2610,PARK COUNTY RE2,7891,SILVERHEELS MIDDLE SCHOOL,M,M,2,3,2
1615,2610,PARK COUNTY RE2,8118,SOUTH PARK HIGH SCHOOL,H,H,3,1,2
1616,3148,PAWNEE RE12,3672,PAWNEE ELEMENTARY SCHOOL,E,E,1,3,2
1617,3148,PAWNEE RE12,6812,PAWNEE JUNIORSENIOR HIGH SCHOOL,M,MH,,,1
1618,3148,PAWNEE RE12,6812,PAWNEE JUNIORSENIOR HIGH SCHOOL,H,MH,2,,2
1619,1060,PEYTON 23 JT,6898,PEYTON ELEMENTARY SCHOOL,E,E,2,3,2
1620,1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,M,MH,1,2,2
1621,1060,PEYTON 23 JT,6902,PEYTON JUNIOR/SENIOR HIGH SCHOOL,H,MH,2,2,2
1622,1440,PLAINVIEW RE2,6992,PLAINVIEW ELEMENTARY SCHOOL,E,E,1,,1
1623,1440,PLAINVIEW RE2,7009,PLAINVIEW JUNIORSENIOR HIGH SCHOOL,M,MH,1,,1
1624,1440,PLAINVIEW RE2,7009,PLAINVIEW JUNIORSENIOR HIGH SCHOOL,H,MH,,,2
1625,1870,PLATEAU RE5,6834,PEETZ ELEMENTARY SCHOOL,E,E,3,3,3
1626,1870,PLATEAU RE5,6838,PEETZ JUNIORSENIOR HIGH SCHOOL,M,MH,2,1,2
1627,1870,PLATEAU RE5,6838,PEETZ JUNIORSENIOR HIGH SCHOOL,H,MH,2,3,2
1628,1990,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,H,H,,,2
1629,1990,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,E,E,3,3,3
1630,1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,H,H,3,3,2
1631,1990,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,M,M,1,2,2
1632,2600,PLATTE CANYON 1,7042,DEER CREEK ELEMENTARY SCHOOL,E,E,1,3,2
1633,2600,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,M,M,2,1,1
1634,2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,H,H,3,2,2
1635,2865,PLATTE VALLEY RE3,7050,PLATTE VALLEY ELEMENTARY SCHOOL,E,E,1,3,2
1636,2865,PLATTE VALLEY RE3,7322,REVERE JUNIORSENIOR HIGH SCHOOL,M,MH,1,1,1
1637,2865,PLATTE VALLEY RE3,7322,REVERE JUNIORSENIOR HIGH SCHOOL,H,MH,,,3
1638,3130,PLATTE VALLEY RE7,7052,PLATTE VALLEY ELEMENTARY SCHOOL,E,E,2,2,2
1639,3130,PLATTE VALLEY RE7,4670,PLATTE VALLEY HIGH SCHOOL,H,H,2,3,3
1640,3130,PLATTE VALLEY RE7,7054,PLATTE VALLEY MIDDLE SCHOOL,M,M,2,3,3
1641,1550,POUDRE R1,0490,BACON ELEMENTARY SCHOOL,E,E,1,1,2
1642,1550,POUDRE R1,0612,BAUDER ELEMENTARY SCHOOL,E,E,2,1,1
1643,1550,POUDRE R1,0678,BEATTIE ELEMENTARY SCHOOL,E,E,1,1,1
1644,1550,POUDRE R1,0766,BENNETT ELEMENTARY SCHOOL,E,E,2,2,2
1645,1550,POUDRE R1,0498,BETHKE ELEMENTARY SCHOOL,E,E,2,2,2
1646,1550,POUDRE R1,0892,BLEVINS MIDDLE SCHOOL,M,M,2,2,2
1647,1550,POUDRE R1,0898,BOLTZ MIDDLE SCHOOL,M,M,2,1,2
1648,1550,POUDRE R1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,E,E,2,1,2
1649,1550,POUDRE R1,1190,CACHE LA POUDRE MIDDLE SCHOOL,M,M,2,3,2
1650,1550,POUDRE R1,3760,CENTENNIAL HIGH SCHOOL,H,H,,,3
1651,1550,POUDRE R1,2298,DUNN ELEMENTARY SCHOOL,E,E,2,1,2
1652,1550,POUDRE R1,9370,EYESTONE ELEMENTARY SCHOOL,E,E,3,2,3
1653,1550,POUDRE R1,3046,FORT COLLINS HIGH SCHOOL,H,H,2,2,2
1654,1550,POUDRE R1,3105,FOSSIL RIDGE HIGH SCHOOL,H,H,2,2,2
1655,1550,POUDRE R1,3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,E,E,2,1,1
1656,1550,POUDRE R1,4282,IRISH ELEMENTARY SCHOOL,E,E,1,2,2
1657,1550,POUDRE R1,4456,JOHNSON ELEMENTARY SCHOOL,E,E,2,2,2
1658,1550,POUDRE R1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,M,M,2,2,2
1659,1550,POUDRE R1,4793,KRUSE ELEMENTARY SCHOOL,E,E,2,1,2
1660,1550,POUDRE R1,3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,E,E,1,2,1
1661,1550,POUDRE R1,5014,LAUREL ELEMENTARY SCHOOL,E,E,1,3,3
1662,1550,POUDRE R1,5068,LESHER MIDDLE SCHOOL,M,M,2,2,2
1663,1550,POUDRE R1,5120,LIBERTY COMMON CHARTER SCHOOL,E,EMH,2,2,2
1664,1550,POUDRE R1,5120,LIBERTY COMMON CHARTER SCHOOL,M,EMH,2,1,2
1665,1550,POUDRE R1,5120,LIBERTY COMMON CHARTER SCHOOL,H,EMH,2,2,2
1666,1550,POUDRE R1,5168,LINCOLN MIDDLE SCHOOL,M,M,2,1,1
1667,1550,POUDRE R1,5196,LINTON ELEMENTARY SCHOOL,E,E,1,2,1
1668,1550,POUDRE R1,5234,LIVERMORE ELEMENTARY SCHOOL,E,E,1,,1
1669,1550,POUDRE R1,5292,LOPEZ ELEMENTARY SCHOOL,E,E,3,1,2
1670,1550,POUDRE R1,5688,MCGRAW ELEMENTARY SCHOOL,E,E,2,1,1
1671,1550,POUDRE R1,6476,O'DEA ELEMENTARY SCHOOL,E,E,2,3,3
1672,1550,POUDRE R1,6482,OLANDER ELEMENTARY SCHOOL,E,E,2,1,1
1673,1550,POUDRE R1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,M,MH,3,3,2
1674,1550,POUDRE R1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,H,MH,3,2,2
1675,1550,POUDRE R1,7127,POUDRE COMMUNITY ACADEMY,H,H,,,2
1676,1550,POUDRE R1,7124,POUDRE HIGH SCHOOL,H,H,2,2,2
1677,1550,POUDRE R1,7161,PRESTON MIDDLE SCHOOL,M,M,2,2,2
1678,1550,POUDRE R1,7198,PSD GLOBAL ACADEMY,E,EMH,3,,2
1679,1550,POUDRE R1,7198,PSD GLOBAL ACADEMY,M,EMH,2,2,2
1680,1550,POUDRE R1,7198,PSD GLOBAL ACADEMY,H,EMH,,,2
1681,1550,POUDRE R1,7218,PUTNAM ELEMENTARY SCHOOL,E,E,1,3,3
1682,1550,POUDRE R1,7290,RED FEATHER LAKES ELEMENTARY SCHOOL,E,E,,,1
1683,1550,POUDRE R1,7325,RICE ELEMENTARY SCHOOL,E,E,2,1,2
1684,1550,POUDRE R1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,E,EMH,2,2,2
1685,1550,POUDRE R1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,M,EMH,2,2,2
1686,1550,POUDRE R1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,H,EMH,1,1,2
1687,1550,POUDRE R1,7350,RIFFENBURGH ELEMENTARY SCHOOL,E,E,2,1,2
1688,1550,POUDRE R1,7470,ROCKY MOUNTAIN HIGH SCHOOL,H,H,2,2,2
1689,1550,POUDRE R1,7834,SHEPARDSON ELEMENTARY SCHOOL,E,E,2,3,2
1690,1550,POUDRE R1,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,E,E,2,,2
1691,1550,POUDRE R1,8460,TAVELLI ELEMENTARY SCHOOL,E,E,2,2,2
1692,1550,POUDRE R1,8852,TIMNATH ELEMENTARY SCHOOL,E,E,1,1,1
1693,1550,POUDRE R1,9251,TRAUT CORE ELEMENTARY SCHOOL,E,E,2,2,2
1694,1550,POUDRE R1,9330,WEBBER MIDDLE SCHOOL,M,M,2,2,2
1695,1550,POUDRE R1,9374,WELLINGTON MIDDLE SCHOOL,M,M,2,2,2
1696,1550,POUDRE R1,9380,WERNER ELEMENTARY SCHOOL,E,E,2,2,2
1697,1550,POUDRE R1,0477,ZACH ELEMENTARY SCHOOL,E,E,2,2,2
1698,3147,PRAIRIE RE11,7154,PRAIRIE ELEMENTARY SCHOOL,E,E,1,1,2
1699,3147,PRAIRIE RE11,7156,PRAIRIE JUNIORSENIOR HIGH SCHOOL,M,MH,3,1,2
1700,3147,PRAIRIE RE11,7156,PRAIRIE JUNIORSENIOR HIGH SCHOOL,H,MH,2,2,3
1701,1590,PRIMERO REORGANIZED 2,7160,PRIMERO ELEMENTARY SCHOOL,E,E,2,1,2
1702,1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIORSENIOR HIGH SCHOOL,M,MH,2,1,1
1703,1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIORSENIOR HIGH SCHOOL,H,MH,1,1,2
1704,0240,PRITCHETT RE3,7174,PRITCHETT ELEMENTARY SCHOOL,E,E,3,,3
1705,0240,PRITCHETT RE3,7180,PRITCHETT HIGH SCHOOL,H,H,,,3
1706,0240,PRITCHETT RE3,7176,PRITCHETT MIDDLE SCHOOL,M,M,1,,2
1707,2690,PUEBLO CITY 60,0738,BELMONT ELEMENTARY SCHOOL,E,E,2,2,2
1708,2690,PUEBLO CITY 60,0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,E,E,1,1,1
1709,2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,E,EM,2,3,3
1710,2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,M,EM,2,3,3
1711,2690,PUEBLO CITY 60,0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,E,E,3,3,3
1712,2690,PUEBLO CITY 60,0954,BRADFORD ELEMENTARY SCHOOL,E,E,1,3,2
1713,2690,PUEBLO CITY 60,1304,CARLILE ELEMENTARY SCHOOL,E,E,1,1,2
1714,2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,H,H,3,3,2
1715,2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,H,H,3,3,3
1716,2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,E,EM,2,3,3
1717,2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,M,EM,1,1,1
1718,2690,PUEBLO CITY 60,1828,COLUMBIAN ELEMENTARY SCHOOL,E,E,2,2,2
1719,2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,E,EM,2,1,2
1720,2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,M,EM,3,2,3
1721,2690,PUEBLO CITY 60,2394,EAST HIGH SCHOOL,H,H,2,2,2
1722,2690,PUEBLO CITY 60,2438,EVA R BACA ELEMENTARY SCHOOL,E,E,2,2,2
1723,2690,PUEBLO CITY 60,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,E,E,2,,2
1724,2690,PUEBLO CITY 60,3206,FREED MIDDLE SCHOOL,M,M,1,1,2
1725,2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,E,EM,2,2,2
1726,2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,M,EM,2,3,3
1727,2690,PUEBLO CITY 60,3724,HAAFF ELEMENTARY SCHOOL,E,E,1,3,3
1728,2690,PUEBLO CITY 60,3924,HERITAGE ELEMENTARY SCHOOL,E,E,2,3,2
1729,2690,PUEBLO CITY 60,3976,HIGHLAND PARK ELEMENTARY SCHOOL,E,E,3,3,3
1730,2690,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,E,E,2,2,3
1731,2690,PUEBLO CITY 60,4376,JAMES H RISLEY MIDDLE SCHOOL,M,M,2,3,2
1732,2690,PUEBLO CITY 60,5048,LEMUEL PITTS MIDDLE SCHOOL,M,M,2,2,2
1733,2690,PUEBLO CITY 60,5916,MINNEQUA ELEMENTARY SCHOOL,E,E,1,1,1
1734,2690,PUEBLO CITY 60,6132,MORTON ELEMENTARY SCHOOL,E,E,1,1,1
1735,2690,PUEBLO CITY 60,6770,PARK VIEW ELEMENTARY SCHOOL,E,E,2,3,3
1736,2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,E,EM,2,2,2
1737,2690,PUEBLO CITY 60,7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,M,EM,1,2,2
1738,2690,PUEBLO CITY 60,7481,RONCALLI MIDDLE SCHOOL,M,M,1,1,1
1739,2690,PUEBLO CITY 60,8030,SOMERLID ELEMENTARY SCHOOL,E,E,2,2,2
1740,2690,PUEBLO CITY 60,8082,SOUTH HIGH SCHOOL,H,H,1,2,2
1741,2690,PUEBLO CITY 60,8116,SOUTH PARK ELEMENTARY SCHOOL,E,E,1,3,3
1742,2690,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,E,E,2,3,3
1743,2690,PUEBLO CITY 60,9188,W H HEATON MIDDLE SCHOOL,M,M,2,3,3
1744,2700,PUEBLO COUNTY 70,5990,70 ONLINE,E,EMH,,,
1745,2700,PUEBLO COUNTY 70,5990,70 ONLINE,M,EMH,,,
1746,2700,PUEBLO COUNTY 70,5990,70 ONLINE,H,EMH,,,
1747,2700,PUEBLO COUNTY 70,0472,AVONDALE ELEMENTARY SCHOOL,E,E,1,1,1
1748,2700,PUEBLO COUNTY 70,0852,BEULAH ELEMENTARY SCHOOL,E,E,1,2,2
1749,2700,PUEBLO COUNTY 70,0856,BEULAH MIDDLE SCHOOL,M,M,1,1,2
1750,2700,PUEBLO COUNTY 70,1377,CEDAR RIDGE ELEMENTARY SCHOOL,E,E,2,3,2
1751,2700,PUEBLO COUNTY 70,7532,CRAVER MIDDLE SCHOOL,M,M,1,2,1
1752,2700,PUEBLO COUNTY 70,0026,DESERT SAGE ELEMENTARY SCHOOL,E,E,2,3,2
1753,2700,PUEBLO COUNTY 70,6354,NORTH MESA ELEMENTARY SCHOOL,E,E,3,2,2
1754,2700,PUEBLO COUNTY 70,7086,PLEASANT VIEW MIDDLE SCHOOL,M,M,2,1,1
1755,2700,PUEBLO COUNTY 70,7153,PRAIRIE WINDS ELEMENTARY SCHOOL,E,E,2,2,2
1756,2700,PUEBLO COUNTY 70,7208,PUEBLO COUNTY HIGH SCHOOL,H,H,2,3,3
1757,2700,PUEBLO COUNTY 70,7210,PUEBLO WEST ELEMENTARY SCHOOL,E,E,2,1,1
1758,2700,PUEBLO COUNTY 70,7214,PUEBLO WEST HIGH SCHOOL,H,H,2,1,2
1759,2700,PUEBLO COUNTY 70,7212,PUEBLO WEST MIDDLE SCHOOL,M,M,1,2,2
1760,2700,PUEBLO COUNTY 70,7530,RYE ELEMENTARY SCHOOL,E,E,3,2,2
1761,2700,PUEBLO COUNTY 70,7534,RYE HIGH SCHOOL,H,H,2,2,2
1762,2700,PUEBLO COUNTY 70,7886,SIERRA VISTA ELEMENTARY SCHOOL,E,E,2,3,2
1763,2700,PUEBLO COUNTY 70,0025,SKY VIEW MIDDLE SCHOOL,M,M,2,3,2
1764,2700,PUEBLO COUNTY 70,8110,SOUTH MESA ELEMENTARY SCHOOL,E,E,1,2,2
1765,2700,PUEBLO COUNTY 70,7879,SOUTHERN COLORADO EARLY COLLEGE,H,H,1,2,2
1766,2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,E,EM,3,3,3
1767,2700,PUEBLO COUNTY 70,8420,SWALLOWS CHARTER ACADEMY,M,EM,2,3,2
1768,2700,PUEBLO COUNTY 70,8810,THE CONNECT CHARTER SCHOOL,M,M,2,2,2
1769,2700,PUEBLO COUNTY 70,9130,VINELAND ELEMENTARY SCHOOL,E,E,2,1,1
1770,2700,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,M,M,1,3,2
1771,2720,RANGELY RE4,7268,PARKVIEW ELEMENTARY SCHOOL,E,E,2,3,2
1772,2720,RANGELY RE4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,M,MH,2,2,2
1773,2720,RANGELY RE4,7276,RANGELY JUNIOR/SENIOR HIGH SCHOOL,H,MH,1,3,2
1774,2590,RIDGWAY R2,7342,RIDGWAY ELEMENTARY SCHOOL,E,E,1,2,2
1775,2590,RIDGWAY R2,7346,RIDGWAY HIGH SCHOOL,H,H,2,2,2
1776,2590,RIDGWAY R2,7344,RIDGWAY MIDDLE SCHOOL,M,M,2,1,2
1777,1180,ROARING FORK RE1,0560,BASALT ELEMENTARY SCHOOL,E,E,3,1,2
1778,1180,ROARING FORK RE1,0570,BASALT HIGH SCHOOL,H,H,3,2,2
1779,1180,ROARING FORK RE1,0561,BASALT MIDDLE SCHOOL,E,EM,2,1,2
1780,1180,ROARING FORK RE1,0561,BASALT MIDDLE SCHOOL,M,EM,3,1,2
1781,1180,ROARING FORK RE1,1006,BRIDGES,H,H,1,,1
1782,1180,ROARING FORK RE1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,E,EM,2,2,2
1783,1180,ROARING FORK RE1,0429,CARBONDALE COMMUNITY CHARTER SCHOOL,M,EM,1,1,2
1784,1180,ROARING FORK RE1,1296,CARBONDALE MIDDLE SCHOOL,E,EM,2,3,2
1785,1180,ROARING FORK RE1,1296,CARBONDALE MIDDLE SCHOOL,M,EM,3,3,3
1786,1180,ROARING FORK RE1,2063,CRYSTAL RIVER ELEMENTARY SCHOOL,E,E,3,1,2
1787,1180,ROARING FORK RE1,3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,E,E,2,2,2
1788,1180,ROARING FORK RE1,3468,GLENWOOD SPRINGS HIGH SCHOOL,H,H,2,2,2
1789,1180,ROARING FORK RE1,3464,GLENWOOD SPRINGS MIDDLE SCHOOL,M,M,1,1,2
1790,1180,ROARING FORK RE1,7422,ROARING FORK HIGH SCHOOL,H,H,3,3,2
1791,1180,ROARING FORK RE1,8038,SOPRIS ELEMENTARY SCHOOL,E,E,2,1,2
1792,2530,ROCKY FORD R2,5114,JEFFERSON INTERMEDIATE SCHOOL,E,E,1,2,2
1793,2530,ROCKY FORD R2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,M,MH,1,2,3
1794,2530,ROCKY FORD R2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,H,MH,2,1,2
1795,0500,SALIDA R32,1554,CREST ACADEMY,E,EM,,,
1796,0500,SALIDA R32,1554,CREST ACADEMY,M,EM,,,
1797,0500,SALIDA R32,4085,HORIZONS EXPLORATORY ACADEMY,H,H,,,3
1798,0500,SALIDA R32,5268,LONGFELLOW ELEMENTARY SCHOOL,E,E,2,3,2
1799,0500,SALIDA R32,7568,SALIDA HIGH SCHOOL,H,H,3,3,3
1800,0500,SALIDA R32,4680,SALIDA MIDDLE SCHOOL,E,EM,2,3,3
1801,0500,SALIDA R32,4680,SALIDA MIDDLE SCHOOL,M,EM,2,1,1
1802,9050,SAN JUAN BOCES,8121,SOUTHWEST COLORADO ESCHOOL,M,MH,,,
1803,9050,SAN JUAN BOCES,8121,SOUTHWEST COLORADO ESCHOOL,H,MH,2,,2
1804,0560,SANFORD 6J,7612,SANFORD ELEMENTARY SCHOOL,E,E,2,2,3
1805,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,M,MH,2,2,2
1806,0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,H,MH,1,1,1
1807,0110,SANGRE DE CRISTO RE22J,7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,E,E,3,3,3
1808,0110,SANGRE DE CRISTO RE22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,M,MH,1,1,1
1809,0110,SANGRE DE CRISTO RE22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,H,MH,3,1,2
1810,2750,SARGENT RE33J,7660,SARGENT ELEMENTARY SCHOOL,E,E,1,3,3
1811,2750,SARGENT RE33J,7668,SARGENT JUNIOR HIGH SCHOOL,M,M,1,1,2
1812,2750,SARGENT RE33J,7664,SARGENT SENIOR HIGH SCHOOL,H,H,3,1,2
1813,0123,SHERIDAN 2,3054,SHERIDAN ELEMENTARY,E,E,2,3,3
1814,0123,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,H,H,1,1,2
1815,0123,SHERIDAN 2,7837,SHERIDAN MIDDLE SCHOOL,M,M,3,2,3
1816,0740,SIERRA GRANDE R30,7876,SIERRA GRANDE ELEMENTARY SCHOOL,E,E,2,2,2
1817,0740,SIERRA GRANDE R30,7878,SIERRA GRANDE MIDDLE SCHOOL,M,M,2,1,1
1818,0740,SIERRA GRANDE R30,7880,SIERRA GRANDE SENIOR HIGH SCHOOL,H,H,2,1,2
1819,2820,SILVERTON 1,7900,SILVERTON ELEMENTARY SCHOOL,E,E,,,1
1820,2820,SILVERTON 1,7904,SILVERTON HIGH SCHOOL,H,H,,,3
1821,2820,SILVERTON 1,7902,SILVERTON MIDDLE SCHOOL,M,M,,,1
1822,0580,SOUTH CONEJOS RE10,0252,ANTONITO HIGH SCHOOL,H,H,3,1,3
1823,0580,SOUTH CONEJOS RE10,0250,ANTONITO JUNIOR HIGH SCHOOL,M,M,1,,3
1824,0580,SOUTH CONEJOS RE10,0248,GUADALUPE ELEMENTARY SCHOOL,E,EM,2,3,3
1825,0580,SOUTH CONEJOS RE10,0248,GUADALUPE ELEMENTARY SCHOOL,M,EM,2,2,2
1826,2780,SOUTH ROUTT RE 3,8050,SOROCO HIGH SCHOOL,H,H,1,2,2
1827,2780,SOUTH ROUTT RE 3,8048,SOROCO MIDDLE SCHOOL,M,M,3,3,3
