DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED,,,Developed: 11-5-12
3100,WINDSOR RE-4,8459,RANGE VIEW ELEMENTARY,14.26%,,,
3100,WINDSOR RE-4,8886,TOZER ELEMENTARY SCHOOL,23.66%,,,
3100,WINDSOR RE-4,9665,WINDSOR CHARTER ACADEMY,15.19%,,,
3100,WINDSOR RE-4,9670,WINDSOR MIDDLE SCHOOL,23.86%,,,
3100,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,16.65%,,,
3110,JOHNSTOWN-MILLIKEN RE-5J,4785,KNOWLEDGE QUEST ACADEMY,31.40%,,,
3110,JOHNSTOWN-MILLIKEN RE-5J,5078,LETFORD ELEMENTARY SCHOOL,37.69%,,,
3110,JOHNSTOWN-MILLIKEN RE-5J,5896,MILLIKEN ELEMENTARY SCHOOL,53.83%,,,
3110,JOHNSTOWN-MILLIKEN RE-5J,5902,MILLIKEN MIDDLE SCHOOL,39.67%,,,
3110,JOHNSTOWN-MILLIKEN RE-5J,6963,PIONEER RIDGE ELEMENTARY SCHOOL,20.24%,,,
3110,JOHNSTOWN-MILLIKEN RE-5J,7490,ROOSEVELT HIGH SCHOOL,32.44%,,,
3120,GREELEY 6,0006,COUNTY JAIL,0.00%,,,
3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,55.80%,,,
3120,GREELEY 6,0053,WINOGRAD K-8 ELEMENTARY SCHOOL,46.32%,,,
3120,GREELEY 6,0054,ROMERO ELEMENTARY SCHOOL,90.23%,,,
3120,GREELEY 6,0988,BRENTWOOD MIDDLE SCHOOL,76.63%,,,
3120,GREELEY 6,1384,CENTENNIAL ELEMENTARY SCHOOL,92.79%,,,
3120,GREELEY 6,1500,CHAPPELOW K-8 MAGNET SCHOOL,44.68%,,,
3120,GREELEY 6,1799,CAMERON SCHOOL,39.13%,,,
3120,GREELEY 6,1875,FRONTIER CHARTER ACADEMY,17.07%,,,
3120,GREELEY 6,2222,DOS RIOS ELEMENTARY SCHOOL,80.34%,,,
3120,GREELEY 6,2414,EAST MEMORIAL ELEMENTARY SCHOOL,90.35%,,,
3120,GREELEY 6,2825,ENG@GE ONLINE ACADEMY,0.00%,,,
3120,GREELEY 6,2850,UNIVERSITY SCHOOLS,24.28%,,,
3120,GREELEY 6,3162,FRANKLIN MIDDLE SCHOOL,81.14%,,,
3120,GREELEY 6,3610,GREELEY CENTRAL HIGH SCHOOL,56.88%,,,
3120,GREELEY 6,3614,GREELEY WEST HIGH SCHOOL,50.03%,,,
3120,GREELEY 6,3880,HEATH MIDDLE SCHOOL,72.04%,,,
3120,GREELEY 6,4356,JACKSON ELEMENTARY SCHOOL,84.90%,,,
3120,GREELEY 6,4425,JEFFERSON HIGH SCHOOL,62.23%,,,
3120,GREELEY 6,4438,JOHN EVANS MIDDLE SCHOOL,83.46%,,,
3120,GREELEY 6,5412,MADISON ELEMENTARY SCHOOL,92.45%,,,
3120,GREELEY 6,5620,MAPLEWOOD ELEMENTARY SCHOOL,87.90%,,,
3120,GREELEY 6,5660,MCAULIFFE ELEMENTARY SCHOOL,32.07%,,,
3120,GREELEY 6,5752,MEEKER ELEMENTARY SCHOOL,64.13%,,,
3120,GREELEY 6,5985,MONFORT ELEMENTARY SCHOOL,35.25%,,,
3120,GREELEY 6,6364,NORTHRIDGE HIGH SCHOOL,66.47%,,,
3120,GREELEY 6,6774,MARTINEZ ELEMENTARY SCHOOL,95.22%,,,
3120,GREELEY 6,7700,SCOTT ELEMENTARY SCHOOL,72.51%,,,
3120,GREELEY 6,7814,SHAWSHEEN ELEMENTARY SCHOOL,72.85%,,,
3120,GREELEY 6,8965,UNION COLONY PREPARATORY SCHOOL,21.43%,,,
3120,GREELEY 6,9611,WEST RIDGE ACADEMY,31.02%,,,
3130,PLATTE VALLEY RE-7,4670,PLATTE VALLEY HIGH SCHOOL,32.66%,,,
3130,PLATTE VALLEY RE-7,7052,PLATTE VALLEY ELEMENTARY SCHOOL,49.06%,,,
3130,PLATTE VALLEY RE-7,7054,PLATTE VALLEY MIDDLE SCHOOL,38.02%,,,
3140,WELD COUNTY S/D RE-8,3066,FORT LUPTON MIDDLE SCHOOL,69.92%,,,
3140,WELD COUNTY S/D RE-8,3070,FORT LUPTON HIGH SCHOOL,58.56%,,,
3140,WELD COUNTY S/D RE-8,5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,66.25%,,,
3140,WELD COUNTY S/D RE-8,8930,TWOMBLY ELEMENTARY SCHOOL,75.81%,,,
3145,AULT-HIGHLAND RE-9,3958,HIGHLAND ELEMENTARY SCHOOL,60.10%,,,
3145,AULT-HIGHLAND RE-9,3961,HIGHLAND MIDDLE SCHOOL,56.35%,,,
3145,AULT-HIGHLAND RE-9,3962,HIGHLAND HIGH SCHOOL,38.16%,,,
3146,BRIGGSDALE RE-10,1008,BRIGGSDALE ELEMENTARY SCHOOL,39.34%,,,
3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,44.19%,,,
3147,PRAIRIE RE-11,7154,PRAIRIE ELEMENTARY SCHOOL,30.59%,,,
3147,PRAIRIE RE-11,7156,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,30.26%,,,
3148,PAWNEE RE-12,3672,PAWNEE ELEMENTARY SCHOOL,43.90%,,,
3148,PAWNEE RE-12,6812,PAWNEE JUNIOR-SENIOR HIGH SCHOOL,15.56%,,,
3200,YUMA 1,5221,LITTLE INDIANS PRESCHOOL,0.00%,,,
3200,YUMA 1,9791,YUMA MIDDLE SCHOOL,64.02%,,,
3200,YUMA 1,9795,KENNETH P MORRIS ELEMENTARY SCHOOL,67.43%,,,
3200,YUMA 1,9799,YUMA HIGH SCHOOL,53.16%,,,
3210,WRAY RD-2,9725,WRAY ELEMENTARY SCHOOL,57.76%,,,
3210,WRAY RD-2,9729,BUCHANAN MIDDLE SCHOOL,58.79%,,,
3210,WRAY RD-2,9733,WRAY HIGH SCHOOL,54.19%,,,
3220,IDALIA RJ-3,4227,IDALIA ELEMENTARY SCHOOL,53.93%,,,
3220,IDALIA RJ-3,4231,IDALIA JUNIOR-SENIOR HIGH SCHOOL,50.00%,,,
3230,LIBERTY J-4,5119,LIBERTY ELEMENTARY SCHOOL,29.27%,,,
3230,LIBERTY J-4,5123,LIBERTY JUNIOR-SENIOR HIGH SCHOOL,45.95%,,,
9030,MOUNTAIN BOCES,6134,YAMPAH MOUNTAIN SCHOOL,0.00%,,,
9030,MOUNTAIN BOCES,6136,PROJECT REBOUND,0.00%,,,
9030,MOUNTAIN BOCES,9797,YAMPAH TEEN PARENT PROGRAM,0.00%,,,
9035,CENTENNIAL BOCES,1607,CENTENNIAL BOCES HIGH SCHOOL,0.00%,,,
9050,SAN JUAN BOCES,8121,SOUTHWEST COLORADO E-SCHOOL,0.00%,,,
9130,EXPEDITIONARY BOCES,2840,EXPEDITIONARY LEARNING SCHOOL,0.00%,,,
8001,CHARTER SCHOOL INSTITUTE,0035,FRONTIER CHARTER ACADEMY,43.48%,,,
8001,CHARTER SCHOOL INSTITUTE,0075,ANIMAS HIGH SCHOOL,0.00%,,,
8001,CHARTER SCHOOL INSTITUTE,0653,STONE CREEK SCHOOL,8.70%,,,
8001,CHARTER SCHOOL INSTITUTE,0654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,56.48%,,,
8001,CHARTER SCHOOL INSTITUTE,0655,HIGH POINT ACADEMY,49.85%,,,
8001,CHARTER SCHOOL INSTITUTE,0657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,31.06%,,,
8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,25.82%,,,
8001,CHARTER SCHOOL INSTITUTE,1376,SCHOLARS TO LEADERS ACADEMY,82.11%,,,
8001,CHARTER SCHOOL INSTITUTE,1791,COLORADO SPRINGS CHARTER ACADEMY,30.46%,,,
8001,CHARTER SCHOOL INSTITUTE,1795,COLORADO SPRINGS EARLY COLLEGES,27.29%,,,
8001,CHARTER SCHOOL INSTITUTE,1877,COLORADO PROVOST ACADEMY,39.90%,,,
8001,CHARTER SCHOOL INSTITUTE,1882,COMMUNITY LEADERSHIP ACADEMY,85.43%,,,
8001,CHARTER SCHOOL INSTITUTE,1901,COLORADO CALVERT ACADEMY,43.33%,,,
8001,CHARTER SCHOOL INSTITUTE,2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA,39.39%,,,
8001,CHARTER SCHOOL INSTITUTE,3475,GOAL ACADEMY,76.55%,,,
8001,CHARTER SCHOOL INSTITUTE,5453,MOUNTAIN MIDDLE SCHOOL,2.98%,,,
8001,CHARTER SCHOOL INSTITUTE,6913,THE PINNACLE CHARTER SCHOOL MIDDLE,57.59%,,,
8001,CHARTER SCHOOL INSTITUTE,6914,THE PINNACLE CHARTER SCHOOL HIGH,49.11%,,,
8001,CHARTER SCHOOL INSTITUTE,7278,RICARDO FLORES MAGON ACADEMY,89.19%,,,
8001,CHARTER SCHOOL INSTITUTE,7512,ROSS MONTESSORI SCHOOL,17.97%,,,
8001,CHARTER SCHOOL INSTITUTE,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,27.95%,,,
8001,CHARTER SCHOOL INSTITUTE,8929,PIKES PEAK PREP,56.60%,,,
8001,CHARTER SCHOOL INSTITUTE,9051,THE VANGUARD SCHOOL (MIDDLE),23.00%,,,
8001,CHARTER SCHOOL INSTITUTE,9057,THE VANGUARD SCHOOL (HIGH),18.01%,,,
8001,CHARTER SCHOOL INSTITUTE,9785,YOUTH & FAMILY ACADEMY CHARTER,69.68%,,,
,COLORADO DETENTION CENTERS,,,15.98%,,,
,,,,,,,
,,,STATE TOTALS,41.27%,,,
