SchoolName,DistrictNumber,DistrictName,EMH,EMH_combined,SchoolNumber,AEC_10,CharterorOnline,LowestGrade,HighestGrade,INITIAL_PlanType,FINAL_PlanType,Notes,EMH_2lvl,LT100pnts,School_Grade,rank_tot,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,SPF_PS_IND_GRAD_RATE
SHELLEDY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,7832,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,900,6,7,7,6,7,6,7,6,5,
EAST ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,2374,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,900,5,5,6,3,3,8,7,7,7,
BILL METZ ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,E,,6036,0,,2nd Grade,5th Grade,Performance Plan,Performance Plan,,1,0,6,900,6,6,6,5,6,6,6,7,5,
NORTHSIDE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6366,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,900,6,5,6,5,6,6,6,9,3,
AKRON ELEMENTARY SCHOOL,3030,AKRON R-1,E,EM,0086,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,907,6,6,6,6,7,8,8,6,10,
AKRON ELEMENTARY SCHOOL,3030,AKRON R-1,M,EM,0086,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,907,6,6,6,7,5,5,3,6,3,
SAGEBRUSH ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,7559,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,907,6,6,7,6,6,6,6,5,6,
RIFLE MIDDLE SCHOOL,1195,GARFIELD RE-2,M,,7356,0,,5th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,907,5,5,3,6,6,6,7,5,9,
WINOGRAD K-8 ELEMENTARY SCHOOL,3120,GREELEY 6,E,,0053,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,,1,0,6,907,6,6,7,6,6,6,7,5,6,
NEWTON MIDDLE SCHOOL,0140,LITTLETON 6,M,,4316,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,907,9,9,6,9,9,5,6,5,3,
FRUITA 8/9 SCHOOL,2000,MESA COUNTY VALLEY 51,M,,0361,0,,8th Grade,9th Grade,Performance Plan,Performance Plan,,1,0,6,907,6,6,3,6,6,6,6,6,6,
CENTENNIAL MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,1392,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,907,6,6,4,6,6,7,9,6,8,
VENETUCCI ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,8122,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,907,6,6,6,6,6,6,6,6,6,
MERINO ELEMENTARY SCHOOL,1860,BUFFALO RE-4,E,,5802,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,916,9,9,9,9,8,5,5,6,5,
STOTT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8300,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,916,6,6,6,6,6,6,6,8,3,
NORTH MOR ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,6355,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,918,4,4,5,3,5,8,6,9,7,
VALDEZ ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,EM,0408,0,,Pre-Kindergarten,7th Grade,Performance Plan,Improvement Plan,Ratings combined across grade levels at district request and deferred to district rating,1,0,6,918,1,1,3,1,1,6,11,2,8,
VALDEZ ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,M,EM,0408,0,,Pre-Kindergarten,7th Grade,Performance Plan,Improvement Plan,Ratings combined across grade levels at district request and deferred to district rating,1,0,6,918,,5,1,6,,12,12,6,13,
L.W. ST. JOHN ELEMENTARY SCHOOL,1220,GARFIELD 16,E,,3603,0,,4th Grade,5th Grade,Performance Plan,Performance Plan,,1,0,6,918,5,6,5,4,6,6,6,7,6,
WINGATE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,9673,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,918,8,9,8,7,8,6,7,5,6,
HEATHERWOOD ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,3882,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,923,11,11,10,10,10,3,3,5,3,
GUNNISON ELEMENTARY SCHOOL,1360,GUNNISON WATERSHED RE1J,E,,3690,0,,1st Grade,5th Grade,Performance Plan,Performance Plan,,1,0,6,923,6,6,6,6,6,6,6,6,6,
NAMAQUA ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,6194,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,923,7,7,7,7,7,6,6,6,5,
SUMMIT ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,,8379,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,923,7,7,8,7,7,6,5,6,6,
EAST MIDDLE SCHOOL,0180,ADAMS-ARAPAHOE 28J,M,,2384,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,927,2,3,2,2,5,9,10,7,6,
HIGHLINE COMMUNITY ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,3988,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,928,6,6,6,6,3,6,6,6,6,
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,M,,8456,0,,7th Grade,12th Grade,Performance Plan,Performance Plan,,1,0,6,928,6,6,5,6,6,6,6,6,6,
LUMBERG ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5354,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,930,5,5,5,3,3,7,10,6,7,
EMERALD ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,2702,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,931,5,5,6,5,6,6,6,6,8,
INDEPENDENCE ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,4276,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,931,6,5,6,6,5,6,6,6,5,
CLEAR CREEK MIDDLE SCHOOL,0540,CLEAR CREEK RE-1,M,,1660,0,,7th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,931,6,7,6,7,8,5,3,7,3,
MANN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4090,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,931,6,6,5,6,6,7,7,6,6,
KAISER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,4498,0,,Pre-Kindergarten,5th Grade,Performance Plan,Improvement Plan,Deferred to district rating,1,0,6,931,6,5,6,6,5,6,5,6,7,
DOS RIOS ELEMENTARY SCHOOL,3120,GREELEY 6,E,,2222,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,931,5,5,6,5,5,6,5,7,6,
SHANNER ELEMENTARY SCHOOL,2670,HOLLY RE-3,E,,7794,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,931,6,6,7,6,6,6,6,6,6,
SWANSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8432,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,931,5,6,6,5,6,6,7,9,3,
KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,4785,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,,1,0,6,931,7,7,7,6,7,5,6,3,6,
PARKVIEW ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,,6794,0,,3rd Grade,4th Grade,Performance Plan,Performance Plan,,1,0,6,931,,5,6,6,,6,6,6,5,
NORWOOD HIGH SCHOOL,2840,NORWOOD R-2J,M,,6422,0,,6th Grade,12th Grade,Performance Plan,Performance Plan,,1,0,6,931,,7,5,7,,5,3,6,6,
PEYTON ELEMENTARY SCHOOL,1060,PEYTON 23 JT,E,,6898,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,931,9,8,9,7,9,5,6,2,6,
BOLTZ MIDDLE SCHOOL,1550,POUDRE R-1,M,,0898,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,931,6,7,6,8,7,6,5,6,6,
BEULAH HEIGHTS ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,0860,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,931,6,6,7,7,6,6,6,6,7,
T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,8001,CHARTER SCHOOL INSTITUTE,E,EM,0657,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,945,7,9,9,6,6,6,6,6,6,
T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,8001,CHARTER SCHOOL INSTITUTE,M,EM,0657,0,Charter,Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,945,,,,,,,,,,
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5836,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,945,5,5,6,3,6,8,10,6,6,
CROWLEY COUNTY WARD MIDDLE SCHOOL,0770,CROWLEY COUNTY RE-1-J,M,,2054,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,948,6,6,5,6,3,6,8,6,8,
EDISON ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,2506,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,948,7,7,7,6,6,6,7,5,6,
GRANT MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,3600,0,,6th Grade,8th Grade,Performance Plan,Improvement Plan,Deferred to district rating,1,0,6,948,4,3,4,5,6,7,7,7,7,
MARTIN LUTHER KING MIDDLE COLLEGE,0880,DENVER COUNTY 1,M,MH,5605,0,,6th Grade,12th Grade,Performance Plan,Improvement Plan,Ratings combined across grade levels at district request and deferred to district rating,1,0,6,948,1,1,1,2,1,6,5,6,6,
HIGH POINT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,E,EM,0655,0,Charter,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,952,6,6,6,6,6,6,6,7,4,
HIGH POINT ACADEMY,8001,CHARTER SCHOOL INSTITUTE,M,EM,0655,0,Charter,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,952,5,5,1,6,5,8,9,6,10,
STELLAR ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,8225,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,954,6,6,7,6,6,6,6,6,6,
HORIZON MIDDLE SCHOOL,0130,CHERRY CREEK 5,M,,4100,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,954,6,6,5,6,6,6,7,6,6,
WESTPARK ELEMENTARY SCHOOL,1510,LAKE COUNTY R-1,E,,9486,0,,1st Grade,4th Grade,Performance Plan,Performance Plan,,1,0,6,954,,6,9,6,,5,6,5,5,
CORWIN INTERNATIONAL MAGNET SCHOOL,2690,PUEBLO CITY 60,M,,2096,0,,4th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,954,7,9,6,9,7,4,6,1,6,
LINCOLN ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5166,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,958,6,6,7,6,6,6,3,6,6,
WILSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,9660,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,958,6,6,6,6,5,6,6,6,6,
OAK GROVE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6466,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,958,6,6,7,6,6,5,6,6,3,
CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,,7532,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,958,6,7,6,9,8,6,5,6,6,
TRAIL RIDGE MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,8903,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,958,6,6,6,6,6,6,6,6,6,
STERLING MIDDLE SCHOOL,1828,VALLEY RE-1,M,,8256,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,958,6,6,6,6,6,6,5,6,6,
D C S MONTESSORI CHARTER SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,5997,0,Charter,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,964,9,10,9,9,7,5,6,5,5,
MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,5896,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,964,6,5,6,6,6,6,6,6,7,
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,7640,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,964,6,6,7,6,6,6,6,6,4,
MC KINLEY-THATCHER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5702,0,,Pre-Kindergarten,5th Grade,Performance Plan,Improvement Plan,Deferred to district rating,1,0,6,967,6,6,6,6,6,6,6,7,6,
CHERRELYN ELEMENTARY SCHOOL,0120,ENGLEWOOD 1,E,,1556,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,967,5,5,5,5,3,6,6,5,9,
LASLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5004,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,967,6,6,6,6,5,6,8,6,6,
FIELD ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,2926,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,967,6,5,6,6,6,6,6,6,6,
TALBOTT ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,4346,0,,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,967,6,6,6,6,6,6,6,6,5,
LAKE INTERNATIONAL SCHOOL,0880,DENVER COUNTY 1,M,,4910,0,,6th Grade,8th Grade,Performance Plan,Priority Improvement Plan,Deferred to district rating,1,0,6,972,1,2,1,1,1,9,10,8,6,
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,E,EM,3306,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,972,7,6,9,6,6,1,1,1,5,
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,M,EM,3306,0,,Pre-Kindergarten,8th Grade,Performance Plan,Performance Plan,Ratings combined across grade levels at district request,1,0,6,972,7,9,6,9,6,7,6,6,7,
CONRAD BALL MIDDLE SCHOOL,1560,THOMPSON R-2J,M,,0510,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,972,6,6,5,6,6,6,6,7,6,
VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,9108,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,976,6,5,6,5,5,5,5,5,6,
COLUMBINE ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,1846,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,976,4,3,6,3,4,9,5,12,6,
PENNINGTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6848,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,976,4,5,5,3,1,6,12,6,3,
TOPE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,8876,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,976,6,6,6,6,6,6,6,6,5,
SOUTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,8110,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,976,9,6,10,9,6,3,2,5,6,
JAMES MADISON CHARTER ACADEMY SCHOOL,0990,WIDEFIELD 3,E,,5033,0,Charter,Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,976,6,6,6,6,4,6,6,6,6,
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,0110,SANGRE DE CRISTO RE-22J,M,,7630,0,,7th Grade,12th Grade,Performance Plan,Performance Plan,,1,0,6,982,6,7,5,8,6,6,7,6,5,
SEDALIA ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,7718,0,,Pre-Kindergarten,6th Grade,Performance Plan,Performance Plan,,1,0,6,983,7,6,7,7,6,5,6,5,4,
CACHE LA POUDRE MIDDLE SCHOOL,1550,POUDRE R-1,M,,1190,0,,6th Grade,8th Grade,Performance Plan,Performance Plan,,1,0,6,983,7,9,6,9,7,4,6,3,5,
SECOND CREEK ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,7714,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,985,6,6,6,6,6,6,6,6,5,
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5752,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,985,6,6,6,6,6,6,6,6,6,
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,,7814,0,,Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,985,6,6,6,6,5,6,5,6,6,
GILPIN COUNTY ELEMENTARY SCHOOL,1330,GILPIN COUNTY RE-1,E,,1632,0,,Pre-Kindergarten,5th Grade,Performance Plan,Performance Plan,,1,0,6,988,7,8,8,6,7,5,5,6,2,
MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5610,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,989,9,9,9,9,6,3,6,1,6,
HAYDEN VALLEY ELEMENTARY SCHOOL,2760,HAYDEN RE-1,E,,2522,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,989,7,7,8,6,6,4,6,1,6,
HI PLAINS ELEMENTARY SCHOOL,1460,HI-PLAINS R-23,E,,9164,0,,Pre-Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,989,7,9,10,6,6,4,5,5,3,
HOPKINS ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,5572,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,989,6,6,6,6,5,6,5,7,6,
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5842,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,989,6,6,6,6,6,6,6,6,6,
CACHE LA POUDRE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,1186,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,989,7,7,7,6,7,6,7,3,5,
CHARLES HAY WORLD SCHOOL,0120,ENGLEWOOD 1,E,,1514,0,,Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,995,6,6,6,5,5,6,6,6,6,
LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5222,0,,Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,996,6,6,6,6,6,6,7,6,5,
PLATTE VALLEY ELEMENTARY SCHOOL,2865,PLATTE VALLEY RE-3,E,,7050,0,,Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,996,9,8,10,7,10,3,1,3,6,
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,E,,9729,0,,5th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,996,6,6,6,7,9,5,3,6,5,
FORT LEWIS MESA ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,3050,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,999,6,6,7,6,6,6,7,5,6,
FORT MORGAN MIDDLE SCHOOL,2405,FORT MORGAN RE-3,M,,3074,0,,7th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,999,5,6,2,6,6,7,9,5,9,
MARTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5596,0,,Pre-Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,999,5,5,5,3,5,7,8,9,6,
CESAR CHAVEZ ACADEMY,2690,PUEBLO CITY 60,M,,1488,0,Charter,Kindergarten,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,999,6,7,5,9,6,6,6,3,9,
HIGHLAND MIDDLE SCHOOL,3145,AULT-HIGHLAND RE-9,M,,3961,0,,6th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1003,6,6,6,6,6,6,5,6,6,
AVERY/PARSONS ELEMENTARY SCHOOL,0490,BUENA VISTA R-31,E,,4306,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,1003,6,6,6,6,6,3,6,1,9,
GREEN ACRES ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,3620,0,,1st Grade,4th Grade,Improvement Plan,Improvement Plan,,1,0,6,1003,,6,6,4,,6,5,6,9,
MOFFAT ELEMENTARY SCHOOL,2800,MOFFAT 2,E,,5954,0,,Pre-Kindergarten,4th Grade,Improvement Plan,Improvement Plan,,1,0,6,1003,,7,6,6,,7,9,7,6,
NEW VISION CHARTER SCHOOL,1560,THOMPSON R-2J,M,,6220,0,Charter,Kindergarten,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1003,6,7,6,8,7,5,3,6,6,
BUCHANAN MIDDLE SCHOOL,3210,WRAY RD-2,M,,9729,0,,5th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1003,5,6,4,6,6,6,6,7,7,
MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6090,0,,7th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1009,6,6,5,6,6,6,6,6,6,
WATSON JUNIOR HIGH SCHOOL,0990,WIDEFIELD 3,M,,9294,0,,7th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1009,6,6,6,6,6,6,5,9,6,
SMILEY MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,7992,0,,6th Grade,8th Grade,Improvement Plan,Priority Improvement Plan,Deferred to district rating,1,0,6,1011,3,3,3,3,5,9,9,9,6,
KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4802,0,,Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,1011,5,5,6,6,3,6,6,6,6,
ORTEGA MIDDLE SCHOOL,0100,ALAMOSA RE-11J,M,,0114,0,,6th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1013,6,6,3,6,6,6,6,5,8,
DE BEQUE ELEMENTARY SCHOOL,1980,DE BEQUE 49JT,E,,2122,0,,Pre-Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,1013,7,6,7,6,9,5,6,5,3,
O'CONNELL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6474,0,,7th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1013,3,5,2,5,5,6,8,6,6,
HARRISON SCHOOL,1140,CANON CITY RE-1,E,,3802,0,,Kindergarten,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1016,6,6,8,6,6,6,5,6,6,
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,,7463,0,Charter,Kindergarten,10th Grade,Improvement Plan,Improvement Plan,,1,0,6,1016,7,7,9,6,7,3,6,5,1,
UNIVERSITY SCHOOLS,3120,GREELEY 6,E,,2850,0,Charter,Kindergarten,12th Grade,Improvement Plan,Improvement Plan,,1,0,6,1016,6,6,6,6,6,6,6,6,6,
SALIDA MIDDLE SCHOOL,0500,SALIDA R-32,E,,4680,0,,5th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1016,8,8,7,6,10,5,6,6,2,
BRIGGSDALE ELEMENTARY SCHOOL,3146,BRIGGSDALE RE-10,E,,1008,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,1020,9,8,10,11,9,3,2,3,6,
HARRISON SCHOOL,1140,CANON CITY RE-1,M,,3802,0,,Kindergarten,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1020,6,6,6,6,9,6,6,7,6,
BARRETT ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,0540,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Priority Improvement Plan,Deferred to district rating,1,0,6,1020,1,1,1,1,1,9,11,6,9,
BRISTOL ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,1032,0,,Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,1023,6,6,6,6,5,5,6,3,6,
SOUTH LAKEWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,8102,0,,Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,1023,6,6,6,6,6,5,6,6,4,
UNIVERSITY SCHOOLS,3120,GREELEY 6,M,,2850,0,Charter,Kindergarten,12th Grade,Improvement Plan,Improvement Plan,,1,0,6,1025,6,6,5,6,6,6,5,6,6,
NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY,0180,ADAMS-ARAPAHOE 28J,M,,6310,0,,6th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1026,3,3,3,3,5,8,9,9,6,
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,,8274,0,,6th Grade,8th Grade,Improvement Plan,Improvement Plan,,1,0,6,1026,5,6,3,6,6,6,6,6,6,
PLEASANT VIEW ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,7078,0,,Pre-Kindergarten,6th Grade,Improvement Plan,Improvement Plan,,1,0,6,1028,4,3,5,4,5,6,5,9,5,
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,5916,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,1028,6,6,8,5,5,4,1,6,3,
PLATTEVILLE ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,7056,0,,Pre-Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,1028,6,6,7,6,6,5,3,5,6,
GRANT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3592,0,,Kindergarten,5th Grade,Improvement Plan,Improvement Plan,,1,0,6,1031,7,6,7,7,6,5,5,3,6,
